county,office,district,party,candidate,votes
Allen,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,8292
Allen,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,24308
Allen,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,8265
Allen,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,24173
Allen,Secretary of State,,,Terpsehore Tore Maras,329
Allen,Secretary of State,,D,Chelsea Clark,7798
Allen,Secretary of State,,R,Frank LaRose,24599
Allen,Treasurer of State,,D,Scott Schertzer,8018
Allen,Treasurer of State,,R,Robert Sprague,24509
Allen,U.S. House,4,D,Tamie Wilson,9034
Allen,U.S. House,4,R,Jim Jordan,23713
Allen,U.S. Senate,,D,Tim Ryan,9428
Allen,U.S. Senate,,R,JD Vance,23229
Ashland,Attorney General,,D,Jeffrey A. Crossman,3894
Ashland,Attorney General,,R,Dave Yost,14679
Ashland,Auditor of State,,D,Taylor Sappington,3976
Ashland,Auditor of State,,R,Keith Faber,14268
Ashland,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,4406
Ashland,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,13937
Ashland,Governor/Lieutenant Governor,,D,Nan Whaley,3729
Ashland,Governor/Lieutenant Governor,,R,Mike DeWine,14510
Ashland,Judge of the Court of Appeals (Term Commencing 02/09/2023),5,D,Earle E. Wise Jr,4352
Ashland,Judge of the Court of Appeals (Term Commencing 02/09/2023),5,R,Andrew King,13808
Ashland,Judge of the Court of Appeals (Term Commencing 02/10/2023),5,D,David T. Ball,4261
Ashland,Judge of the Court of Appeals (Term Commencing 02/10/2023),5,R,Craig Baldwin,13867
Ashland,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,4308
Ashland,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,13964
Ashland,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,4549
Ashland,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,13682
Ashland,Secretary of State,,,Terpsehore Tore Maras,237
Ashland,Secretary of State,,D,Chelsea Clark,3812
Ashland,Secretary of State,,R,Frank LaRose,14402
Ashland,Treasurer of State,,D,Scott Schertzer,4031
Ashland,Treasurer of State,,R,Robert Sprague,14250
Ashland,U.S. House,4,D,Tamie Wilson,4395
Ashland,U.S. House,4,R,Jim Jordan,14005
Ashland,U.S. Senate,,D,Tim Ryan,5034
Ashland,U.S. Senate,,R,JD Vance,13366
Ashtabula,Attorney General,,D,Jeffrey A. Crossman,9695
Ashtabula,Attorney General,,R,Dave Yost,21057
Ashtabula,Auditor of State,,D,Taylor Sappington,10809
Ashtabula,Auditor of State,,R,Keith Faber,19484
Ashtabula,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,11481
Ashtabula,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,19249
Ashtabula,Governor/Lieutenant Governor,,D,Nan Whaley,9621
Ashtabula,Governor/Lieutenant Governor,,R,Mike DeWine,20903
Ashtabula,Judge of the Court of Appeals (Term Commencing 02/09/2023),11,D,Thomas R. Wright,11661
Ashtabula,Judge of the Court of Appeals (Term Commencing 02/09/2023),11,R,Eugene A. Lucci,18777
Ashtabula,Judge of the Court of Appeals (Unexpired Term Ending 02/08/2025),11,R,John J. Eklund,23407
Ashtabula,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,11129
Ashtabula,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,19549
Ashtabula,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,11518
Ashtabula,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,19082
Ashtabula,Secretary of State,,,Terpsehore Tore Maras,329
Ashtabula,Secretary of State,,D,Chelsea Clark,10149
Ashtabula,Secretary of State,,R,Frank LaRose,20367
Ashtabula,Treasurer of State,,D,Scott Schertzer,10725
Ashtabula,Treasurer of State,,R,Robert Sprague,19886
Ashtabula,U.S. House,14,D,Matt Kilboy,10259
Ashtabula,U.S. House,14,R,David P. Joyce,20464
Ashtabula,U.S. Senate,,D,Tim Ryan,12561
Ashtabula,U.S. Senate,,R,JD Vance,18277
Athens,Attorney General,,D,Jeffrey A. Crossman,10474
Athens,Attorney General,,R,Dave Yost,8586
Athens,Auditor of State,,D,Taylor Sappington,11158
Athens,Auditor of State,,R,Keith Faber,7785
Athens,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,11137
Athens,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,7845
Athens,Governor/Lieutenant Governor,,D,Nan Whaley,10155
Athens,Governor/Lieutenant Governor,,R,Mike DeWine,8920
Athens,Judge of the Court of Appeals (Term Commencing 02/09/2023),4,R,Kristy Wilkin,11133
Athens,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,11037
Athens,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,7866
Athens,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,11102
Athens,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,7800
Athens,Secretary of State,,,Terpsehore Tore Maras,217
Athens,Secretary of State,,D,Chelsea Clark,10506
Athens,Secretary of State,,R,Frank LaRose,8275
Athens,Treasurer of State,,D,Scott Schertzer,10742
Athens,Treasurer of State,,R,Robert Sprague,8133
Athens,U.S. House,12,D,Amy Rippel-Elton,10753
Athens,U.S. House,12,R,Troy Balderson,8027
Athens,U.S. Senate,,D,Tim Ryan,11578
Athens,U.S. Senate,,R,JD Vance,7482
Auglaize,Attorney General,,D,Jeffrey A. Crossman,2760
Auglaize,Attorney General,,R,Dave Yost,15964
Auglaize,Auditor of State,,D,Taylor Sappington,2700
Auglaize,Auditor of State,,R,Keith Faber,16006
Auglaize,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,3122
Auglaize,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,15499
Auglaize,Governor/Lieutenant Governor,,D,Nan Whaley,2474
Auglaize,Governor/Lieutenant Governor,,R,Mike DeWine,16019
Auglaize,Judge of the Court of Appeals (Term Commencing 02/09/2023),3,R,William R. Zimmerman,16512
Auglaize,Judge of the Court of Appeals (Term Commencing 02/11/2023),3,R,Juergen A. Waldick,16260
Auglaize,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,3015
Auglaize,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,15623
Auglaize,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,3113
Auglaize,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,15456
Auglaize,Secretary of State,,,Terpsehore Tore Maras,183
Auglaize,Secretary of State,,D,Chelsea Clark,2753
Auglaize,Secretary of State,,R,Frank LaRose,15797
Auglaize,Treasurer of State,,D,Scott Schertzer,2940
Auglaize,Treasurer of State,,R,Robert Sprague,15648
Auglaize,U.S. House,4,D,Tamie Wilson,3354
Auglaize,U.S. House,4,R,Jim Jordan,15416
Auglaize,U.S. Senate,,D,Tim Ryan,3641
Auglaize,U.S. Senate,,R,JD Vance,15022
Belmont,Attorney General,,D,Jeffrey A. Crossman,5972
Belmont,Attorney General,,R,Dave Yost,16563
Belmont,Auditor of State,,D,Taylor Sappington,6345
Belmont,Auditor of State,,R,Keith Faber,15926
Belmont,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,6955
Belmont,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,15513
Belmont,Governor/Lieutenant Governor,,D,Nan Whaley,5546
Belmont,Governor/Lieutenant Governor,,R,Mike DeWine,16884
Belmont,Judge of the Court of Appeals (Term Commencing 02/09/2023),7,D,Gene Donofrio,7031
Belmont,Judge of the Court of Appeals (Term Commencing 02/09/2023),7,R,Mark A. Hanni,15209
Belmont,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,6541
Belmont,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,15783
Belmont,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,6573
Belmont,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,15740
Belmont,Secretary of State,,,Terpsehore Tore Maras,246
Belmont,Secretary of State,,D,Chelsea Clark,6161
Belmont,Secretary of State,,R,Frank LaRose,16082
Belmont,Treasurer of State,,D,Scott Schertzer,6311
Belmont,Treasurer of State,,R,Robert Sprague,15927
Belmont,U.S. House,6,D,Louis G. Lyras,5722
Belmont,U.S. House,6,R,Bill Johnson,16791
Belmont,U.S. Senate,,D,Tim Ryan,7356
Belmont,U.S. Senate,,R,JD Vance,15169
Brown,Attorney General,,D,Jeffrey A. Crossman,2545
Brown,Attorney General,,R,Dave Yost,11681
Brown,Auditor of State,,D,Taylor Sappington,2710
Brown,Auditor of State,,R,Keith Faber,11429
Brown,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,2842
Brown,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,11378
Brown,Governor/Lieutenant Governor,,D,Nan Whaley,2372
Brown,Governor/Lieutenant Governor,,R,Mike DeWine,11658
Brown,Judge of the Court of Appeals (Term Commencing 02/09/2023),12,R,Robin N. Piper,12384
Brown,Judge of the Court of Appeals (Term Commencing 02/10/2023),12,R,Mike Powell,12334
Brown,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,2827
Brown,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,11368
Brown,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,2852
Brown,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,11306
Brown,Secretary of State,,,Terpsehore Tore Maras,145
Brown,Secretary of State,,D,Chelsea Clark,2557
Brown,Secretary of State,,R,Frank LaRose,11529
Brown,Treasurer of State,,D,Scott Schertzer,2699
Brown,Treasurer of State,,R,Robert Sprague,11466
Brown,U.S. House,2,D,Samantha Meadows,2566
Brown,U.S. House,2,R,Brad Wenstrup,11680
Brown,U.S. Senate,,D,Tim Ryan,3300
Brown,U.S. Senate,,R,JD Vance,10832
Butler,Attorney General,,D,Jeffrey A. Crossman,41358
Butler,Attorney General,,R,Dave Yost,86853
Butler,Auditor of State,,D,Taylor Sappington,41905
Butler,Auditor of State,,R,Keith Faber,85326
Butler,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,44343
Butler,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,83884
Butler,Governor/Lieutenant Governor,,D,Nan Whaley,38186
Butler,Governor/Lieutenant Governor,,R,Mike DeWine,90063
Butler,Judge of the Court of Appeals (Term Commencing 02/09/2023),12,R,Robin N. Piper,96229
Butler,Judge of the Court of Appeals (Term Commencing 02/10/2023),12,R,Mike Powell,95719
Butler,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,44022
Butler,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,83744
Butler,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,44394
Butler,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,83401
Butler,Secretary of State,,,Terpsehore Tore Maras,1211
Butler,Secretary of State,,D,Chelsea Clark,41233
Butler,Secretary of State,,R,Frank LaRose,85689
Butler,Treasurer of State,,D,Scott Schertzer,41769
Butler,Treasurer of State,,R,Robert Sprague,85593
Butler,U.S. House,8,D,Vanessa Enoch,44497
Butler,U.S. House,8,R,Warren Davidson,83837
Butler,U.S. Senate,,D,Tim Ryan,48777
Butler,U.S. Senate,,R,JD Vance,79240
Carroll,Attorney General,,D,Jeffrey A. Crossman,2048
Carroll,Attorney General,,R,Dave Yost,8126
Carroll,Auditor of State,,D,Taylor Sappington,2189
Carroll,Auditor of State,,R,Keith Faber,7844
Carroll,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,2423
Carroll,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,7719
Carroll,Governor/Lieutenant Governor,,D,Nan Whaley,1969
Carroll,Governor/Lieutenant Governor,,R,Mike DeWine,8074
Carroll,Judge of the Court of Appeals (Term Commencing 02/09/2023),7,D,Gene Donofrio,2411
Carroll,Judge of the Court of Appeals (Term Commencing 02/09/2023),7,R,Mark A. Hanni,7605
Carroll,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,2333
Carroll,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,7757
Carroll,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,2438
Carroll,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,7610
Carroll,Secretary of State,,,Terpsehore Tore Maras,114
Carroll,Secretary of State,,D,Chelsea Clark,2093
Carroll,Secretary of State,,R,Frank LaRose,7944
Carroll,Treasurer of State,,D,Scott Schertzer,2200
Carroll,Treasurer of State,,R,Robert Sprague,7859
Carroll,U.S. House,6,D,Louis G. Lyras,2159
Carroll,U.S. House,6,R,Bill Johnson,7966
Carroll,U.S. Senate,,D,Tim Ryan,2743
Carroll,U.S. Senate,,R,JD Vance,7372
Champaign,Attorney General,,D,Jeffrey A. Crossman,3041
Champaign,Attorney General,,R,Dave Yost,11446
Champaign,Auditor of State,,D,Taylor Sappington,3215
Champaign,Auditor of State,,R,Keith Faber,11109
Champaign,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,3539
Champaign,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,10866
Champaign,Governor/Lieutenant Governor,,D,Nan Whaley,2962
Champaign,Governor/Lieutenant Governor,,R,Mike DeWine,11324
Champaign,Judge of the Court of Appeals (Term Commencing 02/09/2023),2,R,Mary Kate Huffman,11026
Champaign,Judge of the Court of Appeals (Term Commencing 02/10/2023),2,R,Ronald C. Lewis,10834
Champaign,Judge of the Court of Appeals (Term Commencing 02/11/2023),2,R,Mike Tucker,10822
Champaign,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,3468
Champaign,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,10824
Champaign,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,3584
Champaign,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,10637
Champaign,Secretary of State,,,Terpsehore Tore Maras,177
Champaign,Secretary of State,,D,Chelsea Clark,3090
Champaign,Secretary of State,,R,Frank LaRose,11162
Champaign,Treasurer of State,,D,Scott Schertzer,3276
Champaign,Treasurer of State,,R,Robert Sprague,11000
Champaign,U.S. House,4,D,Tamie Wilson,3738
Champaign,U.S. House,4,R,Jim Jordan,10767
Champaign,U.S. Senate,,D,Tim Ryan,4095
Champaign,U.S. Senate,,R,JD Vance,10253
Clark,Attorney General,,D,Jeffrey A. Crossman,13607
Clark,Attorney General,,R,Dave Yost,30169
Clark,Auditor of State,,D,Taylor Sappington,14598
Clark,Auditor of State,,R,Keith Faber,29525
Clark,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,15729
Clark,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,28570
Clark,Governor/Lieutenant Governor,,D,Nan Whaley,12559
Clark,Governor/Lieutenant Governor,,R,Mike DeWine,31121
Clark,Judge of the Court of Appeals (Term Commencing 02/09/2023),2,R,Mary Kate Huffman,32296
Clark,Judge of the Court of Appeals (Term Commencing 02/10/2023),2,R,Ronald C. Lewis,31419
Clark,Judge of the Court of Appeals (Term Commencing 02/11/2023),2,R,Mike Tucker,31436
Clark,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,15235
Clark,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,28820
Clark,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,15165
Clark,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,28949
Clark,Secretary of State,,,Terpsehore Tore Maras,458
Clark,Secretary of State,,D,Chelsea Clark,14225
Clark,Secretary of State,,R,Frank LaRose,29760
Clark,Treasurer of State,,D,Scott Schertzer,14757
Clark,Treasurer of State,,R,Robert Sprague,29313
Clark,U.S. House,10,D,David Esrati,8981
Clark,U.S. House,10,R,Mike Turner,14229
Clark,U.S. House,15,D,Gary Josephson,5407
Clark,U.S. House,15,R,Mike Carey,15671
Clark,U.S. Senate,,D,Tim Ryan,17141
Clark,U.S. Senate,,R,JD Vance,27131
Clermont,Attorney General,,D,Jeffrey A. Crossman,22430
Clermont,Attorney General,,R,Dave Yost,57815
Clermont,Auditor of State,,D,Taylor Sappington,22778
Clermont,Auditor of State,,R,Keith Faber,56788
Clermont,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,24465
Clermont,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,55485
Clermont,Governor/Lieutenant Governor,,D,Nan Whaley,20888
Clermont,Governor/Lieutenant Governor,,R,Mike DeWine,59153
Clermont,Judge of the Court of Appeals (Term Commencing 02/09/2023),12,R,Robin N. Piper,60972
Clermont,Judge of the Court of Appeals (Term Commencing 02/10/2023),12,R,Mike Powell,61047
Clermont,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,24106
Clermont,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,55690
Clermont,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,24541
Clermont,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,55130
Clermont,Secretary of State,,,Terpsehore Tore Maras,887
Clermont,Secretary of State,,D,Chelsea Clark,22229
Clermont,Secretary of State,,R,Frank LaRose,56963
Clermont,Treasurer of State,,D,Scott Schertzer,22627
Clermont,Treasurer of State,,R,Robert Sprague,56897
Clermont,U.S. House,2,D,Samantha Meadows,22842
Clermont,U.S. House,2,R,Brad Wenstrup,57353
Clermont,U.S. Senate,,D,Tim Ryan,27084
Clermont,U.S. Senate,,R,JD Vance,52888
Clinton,Attorney General,,D,Jeffrey A. Crossman,2783
Clinton,Attorney General,,R,Dave Yost,11382
Clinton,Auditor of State,,D,Taylor Sappington,2902
Clinton,Auditor of State,,R,Keith Faber,11139
Clinton,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,3116
Clinton,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,11019
Clinton,Governor/Lieutenant Governor,,D,Nan Whaley,2583
Clinton,Governor/Lieutenant Governor,,R,Mike DeWine,11479
Clinton,Judge of the Court of Appeals (Term Commencing 02/09/2023),12,R,Robin N. Piper,11413
Clinton,Judge of the Court of Appeals (Term Commencing 02/10/2023),12,R,Mike Powell,11437
Clinton,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,3105
Clinton,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,10987
Clinton,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,3134
Clinton,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,10901
Clinton,Secretary of State,,,Terpsehore Tore Maras,123
Clinton,Secretary of State,,D,Chelsea Clark,2818
Clinton,Secretary of State,,R,Frank LaRose,11172
Clinton,Treasurer of State,,D,Scott Schertzer,2856
Clinton,Treasurer of State,,R,Robert Sprague,11215
Clinton,U.S. House,2,D,Samantha Meadows,3037
Clinton,U.S. House,2,R,Brad Wenstrup,11066
Clinton,U.S. Senate,,D,Tim Ryan,3562
Clinton,U.S. Senate,,R,JD Vance,10515
Columbiana,Attorney General,,D,Jeffrey A. Crossman,8156
Columbiana,Attorney General,,R,Dave Yost,27304
Columbiana,Auditor of State,,D,Taylor Sappington,8787
Columbiana,Auditor of State,,R,Keith Faber,26286
Columbiana,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,9547
Columbiana,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,25818
Columbiana,Governor/Lieutenant Governor,,D,Nan Whaley,7169
Columbiana,Governor/Lieutenant Governor,,R,Mike DeWine,28013
Columbiana,Judge of the Court of Appeals (Term Commencing 02/09/2023),7,D,Gene Donofrio,10256
Columbiana,Judge of the Court of Appeals (Term Commencing 02/09/2023),7,R,Mark A. Hanni,24876
Columbiana,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,9148
Columbiana,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,25883
Columbiana,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,9073
Columbiana,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,26018
Columbiana,Secretary of State,,,Terpsehore Tore Maras,352
Columbiana,Secretary of State,,D,Chelsea Clark,8322
Columbiana,Secretary of State,,R,Frank LaRose,26682
Columbiana,Treasurer of State,,D,Scott Schertzer,8636
Columbiana,Treasurer of State,,R,Robert Sprague,26528
Columbiana,U.S. House,6,D,Louis G. Lyras,8519
Columbiana,U.S. House,6,R,Bill Johnson,26935
Columbiana,U.S. Senate,,D,Tim Ryan,10705
Columbiana,U.S. Senate,,R,JD Vance,24829
Coshocton,Attorney General,,D,Jeffrey A. Crossman,2443
Coshocton,Attorney General,,R,Dave Yost,8923
Coshocton,Auditor of State,,D,Taylor Sappington,2653
Coshocton,Auditor of State,,R,Keith Faber,8551
Coshocton,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,2870
Coshocton,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,8414
Coshocton,Governor/Lieutenant Governor,,D,Nan Whaley,2369
Coshocton,Governor/Lieutenant Governor,,R,Mike DeWine,8901
Coshocton,Judge of the Court of Appeals (Term Commencing 02/09/2023),5,D,Earle E. Wise Jr,2950
Coshocton,Judge of the Court of Appeals (Term Commencing 02/09/2023),5,R,Andrew King,8191
Coshocton,Judge of the Court of Appeals (Term Commencing 02/10/2023),5,D,David T. Ball,2714
Coshocton,Judge of the Court of Appeals (Term Commencing 02/10/2023),5,R,Craig Baldwin,8428
Coshocton,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,2733
Coshocton,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,8499
Coshocton,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,2938
Coshocton,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,8252
Coshocton,Secretary of State,,,Terpsehore Tore Maras,131
Coshocton,Secretary of State,,D,Chelsea Clark,2454
Coshocton,Secretary of State,,R,Frank LaRose,8737
Coshocton,Treasurer of State,,D,Scott Schertzer,2653
Coshocton,Treasurer of State,,R,Robert Sprague,8546
Coshocton,U.S. House,12,D,Amy Rippel-Elton,2536
Coshocton,U.S. House,12,R,Troy Balderson,8830
Coshocton,U.S. Senate,,D,Tim Ryan,3255
Coshocton,U.S. Senate,,R,JD Vance,8021
Crawford,Attorney General,,D,Jeffrey A. Crossman,2902
Crawford,Attorney General,,R,Dave Yost,11972
Crawford,Auditor of State,,D,Taylor Sappington,3203
Crawford,Auditor of State,,R,Keith Faber,11521
Crawford,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,3489
Crawford,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Sharon L. Kennedy,11388
Crawford,Governor/Lieutenant Governor,,D,Nan Whaley,2949
Crawford,Governor/Lieutenant Governor,,R,Mike DeWine,11781
Crawford,Judge of the Court of Appeals (Term Commencing 02/09/2023),3,R,William R. Zimmerman,12510
Crawford,Judge of the Court of Appeals (Term Commencing 02/11/2023),3,R,Juergen A. Waldick,12393
Crawford,Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Terri Jamison,3353
Crawford,Justice of the Supreme Court (Term Commencing 01/01/2023),,R,Pat Fischer,11475
Crawford,Justice of the Supreme Court (Term Commencing 01/02/2023),,D,Marilyn Zayas,3586
Crawford,Justice of the Supreme Court (Term Commencing 01/02/2023),,R,Pat DeWine,11185
Crawford,Secretary of State,,,Terpsehore Tore Maras,188
Crawford,Secretary of State,,D,Chelsea Clark,3013
Crawford,Secretary of State,,R,Frank LaRose,11672
Crawford,Treasurer of State,,D,Scott Schertzer,3295
Crawford,Treasurer of State,,R,Robert Sprague,11522
Crawford,U.S. House,5,D,Craig Swartz,3324
Crawford,U.S. House,5,R,Bob Latta,11539
Crawford,U.S. Senate,,D,Tim Ryan,3948
Crawford,U.S. Senate,,R,JD Vance,10855
Cuyahoga,Attorney General,,D,Jeffrey A. Crossman,246231
Cuyahoga,Attorney General,,R,Dave Yost,160639
Cuyahoga,Auditor of State,,D,Taylor Sappington,247763
Cuyahoga,Auditor of State,,R,Keith Faber,150913
Cuyahoga,Chief Justice of the Supreme Court (Term Commencing 01/01/2023),,D,Jennifer Brunner,265465
