county,office,district,party,candidate,votes
Erie,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,11054
Erie,President/Vice President,,,Michael Anthony Peroutka,18
Erie,President/Vice President,,,Michael Badnarik,49
Erie,President/Vice President,,D,John F. Kerry,21421
Erie,President/Vice President,,R,George W. Bush,18597
Erie,State House,9,D,Claudette J. Woodard,28000
Erie,U.S. House,9,D,Marcy Kaptur,24057
Erie,U.S. House,9,R,Larry A. Kaczala,13400
Erie,U.S. Senate,,D,Eric D. Fingerhut,15521
Erie,U.S. Senate,,R,George V. Voinovich,23833
Fairfield,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,19769
Fairfield,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,33472
Fairfield,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,44051
Fairfield,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,31395
Fairfield,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,20070
Fairfield,President/Vice President,,,Michael Anthony Peroutka,191
Fairfield,President/Vice President,,,Michael Badnarik,190
Fairfield,President/Vice President,,D,John F. Kerry,24783
Fairfield,President/Vice President,,R,George W. Bush,42715
Fairfield,State House,7,R,Beverly Valencic,49542
Fairfield,U.S. House,7,D,Kara Anastasio,18666
Fairfield,U.S. House,7,R,Dave Hobson,43359
Fairfield,U.S. Senate,,D,Eric D. Fingerhut,17027
Fairfield,U.S. Senate,,R,George V. Voinovich,48980
Fayette,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,3658
Fayette,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,5784
Fayette,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,7753
Fayette,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,5515
Fayette,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,3689
Fayette,President/Vice President,,,Michael Anthony Peroutka,19
Fayette,President/Vice President,,,Michael Badnarik,28
Fayette,President/Vice President,,D,John F. Kerry,4334
Fayette,President/Vice President,,R,George W. Bush,7376
Fayette,State House,7,D,Kenny Yuko,3256
Fayette,State House,7,R,Beverly Valencic,7884
Fayette,U.S. House,7,D,Kara Anastasio,3140
Fayette,U.S. House,7,R,Dave Hobson,7840
Fayette,U.S. Senate,,D,Eric D. Fingerhut,2668
Fayette,U.S. Senate,,R,George V. Voinovich,8724
Franklin,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,179640
Franklin,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,206697
Franklin,Judge Of Court Of Appeals (Term Commencing 02/09),12,,H. J. Bressler,102952
Franklin,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,313297
Franklin,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,202288
Franklin,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,165435
Franklin,President/Vice President,,,Michael Anthony Peroutka,1129
Franklin,President/Vice President,,,Michael Badnarik,1615
Franklin,President/Vice President,,D,John F. Kerry,285801
Franklin,President/Vice President,,R,George W. Bush,237253
Franklin,State House,12,D,Michael Debose,88828
Franklin,State House,12,R,Anthony Cefaratti,74388
Franklin,State House,15,,Michelle Stys,22031
Franklin,State House,15,D,Timothy J. Degeeter,65336
Franklin,State House,7,D,Kenny Yuko,17201
Franklin,State House,7,R,Beverly Valencic,17963
Franklin,State Senate,12,,Sr. Jack Kaffenberger,876
Franklin,State Senate,12,R,Jim Jordan,11290
Franklin,U.S. House,12,D,Edward S. Brown,90090
Franklin,U.S. House,12,R,Pat Tiberi,106159
Franklin,U.S. House,15,D,Mark P. Brown,101041
Franklin,U.S. House,15,R,Deborah Pryce,139174
Franklin,U.S. House,7,D,Kara Anastasio,17043
Franklin,U.S. House,7,R,Dave Hobson,17190
Franklin,U.S. Senate,,D,Eric D. Fingerhut,199677
Franklin,U.S. Senate,,R,George V. Voinovich,295601
Fulton,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,6659
Fulton,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,10505
Fulton,Judge Of Court Of Appeals (Term Commencing 02/09),5,,Sheila G. Farmer,8366
Fulton,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,13543
Fulton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,11427
Fulton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5107
Fulton,President/Vice President,,,Michael Anthony Peroutka,44
Fulton,President/Vice President,,,Michael Badnarik,45
Fulton,President/Vice President,,D,John F. Kerry,8224
Fulton,President/Vice President,,R,George W. Bush,13640
Fulton,State Board Of Education,5,,Colleen D. Grady,3591
Fulton,State Board Of Education,5,,Ed Lepisto,3986
Fulton,State Board Of Education,5,,Robin C. Hovis,5540
Fulton,State House,5,R,Tim Schaffer,16589
Fulton,U.S. House,5,D,Robin Weirauch,6842
Fulton,U.S. House,5,R,Paul E. Gillmor,13688
Fulton,U.S. Senate,,D,Eric D. Fingerhut,5039
Fulton,U.S. Senate,,R,George V. Voinovich,16342
Gallia,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,4754
Gallia,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,6023
Gallia,Judge Of Court Of Appeals (Term Commencing 02/09),6,,Robert Christiansen,5663
Gallia,Judge Of Court Of Appeals (Term Commencing 02/09),6,,William J. Skow,4837
Gallia,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,8201
Gallia,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,4676
Gallia,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5271
Gallia,President/Vice President,,,Michael Anthony Peroutka,21
Gallia,President/Vice President,,,Michael Badnarik,30
Gallia,President/Vice President,,D,John F. Kerry,5366
Gallia,President/Vice President,,R,George W. Bush,8576
Gallia,State Board Of Education,6,,Michael H. Cochran,7905
Gallia,State House,6,D,Scott R. Mccarty,3793
Gallia,State House,6,R,Robert E. Latta,9508
Gallia,U.S. House,6,D,Ted Strickland,9451
Gallia,U.S. Senate,,D,Eric D. Fingerhut,3639
Gallia,U.S. Senate,,R,George V. Voinovich,9439
Geauga,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,16334
Geauga,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,22314
Geauga,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,29187
Geauga,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,23707
Geauga,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,13876
Geauga,President/Vice President,,,Michael Anthony Peroutka,103
Geauga,President/Vice President,,,Michael Badnarik,104
Geauga,President/Vice President,,D,John F. Kerry,19850
Geauga,President/Vice President,,R,George W. Bush,30370
Geauga,State House,14,D,Dale Miller,14526
Geauga,State Senate,14,D,Paul Schwietering,14387
Geauga,State Senate,14,R,Tom Niehaus,32981
Geauga,U.S. House,14,D,Capri S. Cafaro,14705
Geauga,U.S. House,14,R,Steven C. Latourette,33483
Geauga,U.S. Senate,,D,Eric D. Fingerhut,13371
Geauga,U.S. Senate,,R,George V. Voinovich,36165
Greene,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,27152
Greene,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,35289
Greene,Judge Of Court Of Appeals (Term Commencing 02/09),7,,Gene Donofrio,18756
Greene,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,50786
Greene,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,40968
Greene,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,20502
Greene,President/Vice President,,,Michael Anthony Peroutka,144
Greene,President/Vice President,,,Michael Badnarik,215
Greene,President/Vice President,,D,John F. Kerry,30531
Greene,President/Vice President,,R,George W. Bush,48388
Greene,State House,7,D,Kenny Yuko,23670
Greene,State House,7,R,Beverly Valencic,51198
Greene,U.S. House,7,D,Kara Anastasio,24097
Greene,U.S. House,7,R,Dave Hobson,51171
Greene,U.S. Senate,,D,Eric D. Fingerhut,22180
Greene,U.S. Senate,,R,George V. Voinovich,55043
Guernsey,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,5907
Guernsey,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,8432
Guernsey,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,10529
Guernsey,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,7442
Guernsey,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5958
Guernsey,President/Vice President,,,Michael Anthony Peroutka,63
Guernsey,President/Vice President,,,Michael Badnarik,45
Guernsey,President/Vice President,,D,John F. Kerry,7765
Guernsey,President/Vice President,,R,George W. Bush,9962
Guernsey,State House,18,D,Bobby Bland,8595
Guernsey,State House,18,R,Thomas F. Patton,8384
Guernsey,State Senate,18,D,John Hawkins,7706
Guernsey,State Senate,18,R,Timothy J. Grendell,9593
Guernsey,U.S. House,18,D,Brian R. Thomas,5248
Guernsey,U.S. House,18,R,Bob Ney,12133
Guernsey,U.S. Senate,,D,Eric D. Fingerhut,6076
Guernsey,U.S. Senate,,R,George V. Voinovich,11330
Hamilton,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,166545
Hamilton,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,173677
Hamilton,Judge Of Court Of Appeals (Term Commencing 02/09),1,,Sylvia Sieve Hendon,168654
Hamilton,Judge Of Court Of Appeals (Term Commencing 02/09),2,,Mary E. Donovan,79566
Hamilton,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,233198
Hamilton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,208804
Hamilton,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,120331
Hamilton,President/Vice President,,,Michael Anthony Peroutka,621
Hamilton,President/Vice President,,,Michael Badnarik,1021
Hamilton,President/Vice President,,D,John F. Kerry,199679
Hamilton,President/Vice President,,R,George W. Bush,222616
Hamilton,State House,1,D,Jr. Frank E. Rayl,145973
Hamilton,State House,1,R,Chuck Blasdel,112291
Hamilton,State House,2,D,Cathy Burner,48576
Hamilton,State House,2,R,Jon Peterson,75467
Hamilton,State Senate,2,D,Nathan Nickens,6928
Hamilton,State Senate,2,R,Randy Gardner,13661
Hamilton,U.S. House,1,D,Greg Harris,113443
Hamilton,U.S. House,1,R,Steve Chabot,163900
Hamilton,U.S. House,2,D,Charles W. Sanders,38237
Hamilton,U.S. House,2,R,Rob Portman,89743
Hamilton,U.S. Senate,,D,Eric D. Fingerhut,151912
Hamilton,U.S. Senate,,R,George V. Voinovich,255406
Hancock,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,9595
Hancock,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,18627
Hancock,Judge Of Court Of Appeals (Term Commencing 02/09),4,,Matthew W. Mcfarland,19832
Hancock,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,20633
Hancock,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,19006
Hancock,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,8009
Hancock,President/Vice President,,,Michael Anthony Peroutka,74
Hancock,President/Vice President,,,Michael Badnarik,66
Hancock,President/Vice President,,D,John F. Kerry,10352
Hancock,President/Vice President,,R,George W. Bush,25105
Hancock,State House,4,R,John R. Willamowski,23877
Hancock,U.S. House,4,D,Ben Konop,12124
Hancock,U.S. House,4,R,Michael G. Oxley,22692
Hancock,U.S. Senate,,D,Eric D. Fingerhut,7096
Hancock,U.S. Senate,,R,George V. Voinovich,27626
Hardin,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,4554
Hardin,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,6586
Hardin,Judge Of Court Of Appeals (Term Commencing 02/09),4,,Matthew W. Mcfarland,7716
Hardin,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,8014
Hardin,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,6346
Hardin,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,4142
Hardin,President/Vice President,,,Michael Anthony Peroutka,28
Hardin,President/Vice President,,,Michael Badnarik,32
Hardin,President/Vice President,,D,John F. Kerry,4891
Hardin,President/Vice President,,R,George W. Bush,8441
Hardin,State House,4,R,John R. Willamowski,7049
Hardin,U.S. House,4,D,Ben Konop,5985
Hardin,U.S. House,4,R,Michael G. Oxley,7154
Hardin,U.S. Senate,,D,Eric D. Fingerhut,3731
Hardin,U.S. Senate,,R,George V. Voinovich,9336
Harrison,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,2999
Harrison,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,3820
Harrison,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,5253
Harrison,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,3061
Harrison,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,3176
Harrison,President/Vice President,,,Michael Anthony Peroutka,31
Harrison,President/Vice President,,,Michael Badnarik,24
Harrison,President/Vice President,,D,John F. Kerry,3780
Harrison,President/Vice President,,R,George W. Bush,4274
Harrison,State House,18,D,Bobby Bland,4244
Harrison,State House,18,R,Thomas F. Patton,3442
Harrison,State Senate,18,D,John Hawkins,5425
Harrison,State Senate,18,R,Timothy J. Grendell,2240
Harrison,U.S. House,18,D,Brian R. Thomas,2271
Harrison,U.S. House,18,R,Bob Ney,5695
Harrison,U.S. Senate,,D,Eric D. Fingerhut,2813
Harrison,U.S. Senate,,R,George V. Voinovich,5083
Henry,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,4346
Henry,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,8332
Henry,Judge Of Court Of Appeals (Term Commencing 02/09),5,,Sheila G. Farmer,9095
Henry,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,10198
Henry,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,8624
Henry,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,3352
Henry,President/Vice President,,,Michael Anthony Peroutka,52
Henry,President/Vice President,,,Michael Badnarik,40
Henry,President/Vice President,,D,John F. Kerry,5111
Henry,President/Vice President,,R,George W. Bush,9902
Henry,State Board Of Education,5,,Colleen D. Grady,2576
Henry,State Board Of Education,5,,Ed Lepisto,3089
Henry,State Board Of Education,5,,Robin C. Hovis,3776
Henry,State House,5,R,Tim Schaffer,11228
Henry,U.S. House,5,D,Robin Weirauch,4951
Henry,U.S. House,5,R,Paul E. Gillmor,9811
Henry,U.S. Senate,,D,Eric D. Fingerhut,3299
Henry,U.S. Senate,,R,George V. Voinovich,11628
Highland,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,6298
Highland,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,8625
Highland,Judge Of Court Of Appeals (Term Commencing 02/09),3,,Richard Rogers,8713
Highland,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,11578
Highland,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,9468
Highland,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,4860
Highland,President/Vice President,,,Michael Anthony Peroutka,35
Highland,President/Vice President,,,Michael Badnarik,41
Highland,President/Vice President,,D,John F. Kerry,6194
Highland,President/Vice President,,R,George W. Bush,12211
Highland,State House,3,D,Joan E. Bradley,6597
Highland,State House,3,R,Jim Carmichael,11017
Highland,U.S. House,3,D,Jane Mitakides,5603
Highland,U.S. House,3,R,Mike Turner,11843
Highland,U.S. Senate,,D,Eric D. Fingerhut,4532
Highland,U.S. Senate,,R,George V. Voinovich,13395
Hocking,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,4692
Hocking,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,6061
Hocking,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,8973
Hocking,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,5763
Hocking,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,4769
Hocking,President/Vice President,,,Michael Anthony Peroutka,44
Hocking,President/Vice President,,,Michael Badnarik,44
Hocking,President/Vice President,,D,John F. Kerry,6175
Hocking,President/Vice President,,R,George W. Bush,6936
Hocking,State House,18,D,Bobby Bland,6075
Hocking,State House,18,R,Thomas F. Patton,6066
Hocking,U.S. House,18,D,Brian R. Thomas,5310
Hocking,U.S. House,18,R,Bob Ney,6593
Hocking,U.S. Senate,,D,Eric D. Fingerhut,4342
Hocking,U.S. Senate,,R,George V. Voinovich,8481
Holmes,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,2350
Holmes,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,5679
Holmes,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,5830
Holmes,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,4948
Holmes,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,2436
Holmes,President/Vice President,,,Michael Anthony Peroutka,32
Holmes,President/Vice President,,,Michael Badnarik,22
Holmes,President/Vice President,,D,John F. Kerry,2697
Holmes,President/Vice President,,R,George W. Bush,8468
Holmes,State House,18,D,Bobby Bland,2038
Holmes,State House,18,R,Thomas F. Patton,8373
Holmes,State Senate,18,R,Timothy J. Grendell,8143
Holmes,U.S. House,18,D,Brian R. Thomas,2143
Holmes,U.S. House,18,R,Bob Ney,8185
Holmes,U.S. Senate,,D,Eric D. Fingerhut,1941
Holmes,U.S. Senate,,R,George V. Voinovich,8986
Huron,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,7487
Huron,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,13791
Huron,Judge Of Court Of Appeals (Term Commencing 02/09),5,,Sheila G. Farmer,11440
Huron,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,17763
Huron,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,13400
Huron,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,6781
Huron,President/Vice President,,,Michael Anthony Peroutka,86
Huron,President/Vice President,,,Michael Badnarik,86
Huron,President/Vice President,,D,John F. Kerry,10568
Huron,President/Vice President,,R,George W. Bush,14817
Huron,State House,5,R,Tim Schaffer,14517
Huron,U.S. House,5,D,Robin Weirauch,7576
Huron,U.S. House,5,R,Paul E. Gillmor,16288
Huron,U.S. Senate,,D,Eric D. Fingerhut,6996
Huron,U.S. Senate,,R,George V. Voinovich,18019
Jackson,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,4637
Jackson,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,6340
Jackson,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,8484
Jackson,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,4957
Jackson,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,5554
Jackson,President/Vice President,,,Michael Anthony Peroutka,17
Jackson,President/Vice President,,,Michael Badnarik,32
Jackson,President/Vice President,,D,John F. Kerry,5700
Jackson,President/Vice President,,R,George W. Bush,8585
Jackson,State House,18,D,Bobby Bland,4008
Jackson,State House,18,R,Thomas F. Patton,9354
Jackson,U.S. House,18,D,Brian R. Thomas,4452
Jackson,U.S. House,18,R,Bob Ney,8440
Jackson,U.S. Senate,,D,Eric D. Fingerhut,3844
Jackson,U.S. Senate,,R,George V. Voinovich,9871
Jefferson,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,15147
Jefferson,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,15555
Jefferson,Judge Of Court Of Appeals (Term Commencing 02/09),6,,William J. Skow,24332
Jefferson,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,24026
Jefferson,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,13473
Jefferson,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,14525
Jefferson,President/Vice President,,,Michael Anthony Peroutka,77
Jefferson,President/Vice President,,,Michael Badnarik,85
Jefferson,President/Vice President,,D,John F. Kerry,19024
Jefferson,President/Vice President,,R,George W. Bush,17185
Jefferson,State House,6,D,Scott R. Mccarty,21710
Jefferson,State House,6,R,Robert E. Latta,13036
Jefferson,State Senate,6,D,Jason A. Stanton,24310
Jefferson,State Senate,6,R,Jeff Jacobson,9404
Jefferson,U.S. House,6,D,Ted Strickland,27599
Jefferson,U.S. Senate,,D,Eric D. Fingerhut,14166
Jefferson,U.S. Senate,,R,George V. Voinovich,20970
Knox,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,7786
Knox,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,13223
Knox,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,16586
Knox,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,12003
Knox,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,8392
Knox,President/Vice President,,,Michael Anthony Peroutka,78
Knox,President/Vice President,,,Michael Badnarik,73
Knox,President/Vice President,,D,John F. Kerry,9820
Knox,President/Vice President,,R,George W. Bush,17068
Knox,State House,18,D,Bobby Bland,9183
Knox,State House,18,R,Thomas F. Patton,15737
Knox,U.S. House,18,D,Brian R. Thomas,8257
Knox,U.S. House,18,R,Bob Ney,15844
Knox,U.S. Senate,,D,Eric D. Fingerhut,7581
Knox,U.S. Senate,,R,George V. Voinovich,18507
Lake,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,41975
Lake,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,45940
Lake,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,61515
Lake,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,55055
Lake,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,31948
Lake,President/Vice President,,,Michael Anthony Peroutka,253
Lake,President/Vice President,,,Michael Badnarik,319
Lake,President/Vice President,,D,John F. Kerry,59049
Lake,President/Vice President,,R,George W. Bush,62193
Lake,State House,14,D,Dale Miller,51757
Lake,State Senate,14,D,Paul Schwietering,46017
Lake,State Senate,14,R,Tom Niehaus,56854
Lake,U.S. House,14,D,Capri S. Cafaro,42000
Lake,U.S. House,14,R,Steven C. Latourette,72378
Lake,U.S. Senate,,D,Eric D. Fingerhut,39561
Lake,U.S. Senate,,R,George V. Voinovich,76682
Lawrence,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,10049
Lawrence,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,10746
Lawrence,Judge Of Court Of Appeals (Term Commencing 02/09),6,,Robert Christiansen,11121
Lawrence,Judge Of Court Of Appeals (Term Commencing 02/09),6,,William J. Skow,10354
Lawrence,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,16433
Lawrence,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,8974
Lawrence,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,10830
Lawrence,President/Vice President,,,Michael Anthony Peroutka,54
Lawrence,President/Vice President,,,Michael Badnarik,80
Lawrence,President/Vice President,,D,John F. Kerry,12120
Lawrence,President/Vice President,,R,George W. Bush,15455
Lawrence,State Board Of Education,6,,Michael H. Cochran,16183
Lawrence,State House,6,D,Scott R. Mccarty,12426
Lawrence,State House,6,R,Robert E. Latta,12594
Lawrence,State Senate,6,D,Jason A. Stanton,6034
Lawrence,State Senate,6,R,Jeff Jacobson,6053
Lawrence,U.S. House,6,D,Ted Strickland,20044
Lawrence,U.S. Senate,,D,Eric D. Fingerhut,9342
Lawrence,U.S. Senate,,R,George V. Voinovich,17222
Licking,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,24903
Licking,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,37431
Licking,Judge Of Court Of Appeals (Term Commencing 02/09),12,,H. J. Bressler,30053
Licking,Judge Of Court Of Appeals (Term Commencing 02/10),12,,William W. Young,30509
Licking,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,51502
Licking,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,36028
Licking,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,William M. O'Neill,24080
Licking,President/Vice President,,,Michael Anthony Peroutka,176
Licking,President/Vice President,,,Michael Badnarik,173
Licking,President/Vice President,,D,John F. Kerry,30053
Licking,President/Vice President,,R,George W. Bush,49016
Licking,State House,12,D,Michael Debose,19223
Licking,State House,12,R,Anthony Cefaratti,28946
Licking,State House,18,D,Bobby Bland,10971
Licking,State House,18,R,Thomas F. Patton,13777
Licking,U.S. House,12,D,Edward S. Brown,14078
Licking,U.S. House,12,R,Pat Tiberi,34748
Licking,U.S. House,18,D,Brian R. Thomas,8794
Licking,U.S. House,18,R,Bob Ney,16236
Licking,U.S. Senate,,D,Eric D. Fingerhut,21014
Licking,U.S. Senate,,R,George V. Voinovich,55952
Logan,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,C. Ellen Connally,6773
Logan,Chief Justice Of The Supreme Court (Term Commencing 01/01),,,Thomas J. Moyer,10636
Logan,Judge Of Court Of Appeals (Term Commencing 02/09),4,,Matthew W. Mcfarland,12535
Logan,Justice Of The Ohio Supreme Court (Term Commencing 01/02),,,Paul E. Pfeifer,13822
Logan,Justice Of The Ohio Supreme Court (Unexpired Term Ending 12/31),,,Terrence O'Donnell,10968
