county,office,district,party,candidate,votes
Auglaize,Attorney General,,Republican,Dave Yost,15303
Auglaize,Auditor of State,,Democratic,Zack Space,3241
Auglaize,Auditor of State,,Libertarian,Robert C. Coogan,575
Auglaize,Auditor of State,,Republican,Keith Faber,15388
Auglaize,Governor,,Democratic,Richard Cordray,3676
Auglaize,Governor,,Green,Constance Gadell-Newton,189
Auglaize,Governor,,Libertarian,Travis M. Irvine,391
Auglaize,Governor,,Republican,Mike DeWine,14902
Auglaize,Secretary of State,,Democratic,Kathleen Clyde,3704
Auglaize,Secretary of State,,Libertarian,Dustin R. Nanna,427
Auglaize,Secretary of State,,Republican,Frank LaRose,14954
Auglaize,Treasurer of State,,Democratic,Rob Richardson,3769
Auglaize,Treasurer of State,,Republican,Robert Sprague,15219
Auglaize,U.S. Senate,,Democratic,Sherrod Brown,5557
Auglaize,U.S. Senate,,Republican,Jim Renacci,13603
Belmont,Attorney General,,Democratic,Steve Dettelbach,9773
Belmont,Attorney General,,Republican,Dave Yost,14782
Belmont,Auditor of State,,Democratic,Zack Space,10174
Belmont,Auditor of State,,Libertarian,Robert C. Coogan,810
Belmont,Auditor of State,,Republican,Keith Faber,13463
Belmont,Governor,,Democratic,Richard Cordray,8686
Belmont,Governor,,Green,Constance Gadell-Newton,249
Belmont,Governor,,Libertarian,Travis M. Irvine,338
Belmont,Governor,,Republican,Mike DeWine,15614
Belmont,Secretary of State,,Democratic,Kathleen Clyde,9479
Belmont,Secretary of State,,Libertarian,Dustin R. Nanna,548
Belmont,Secretary of State,,Republican,Frank LaRose,14199
Belmont,Treasurer of State,,Democratic,Rob Richardson,9451
Belmont,Treasurer of State,,Republican,Robert Sprague,14511
Belmont,U.S. Senate,,Democratic,Sherrod Brown,11603
Belmont,U.S. Senate,,Republican,Jim Renacci,13159
Brown,Attorney General,,Democratic,Steve Dettelbach,3898
Brown,Attorney General,,Republican,Dave Yost,10668
Brown,Auditor of State,,Democratic,Zack Space,3598
Brown,Auditor of State,,Libertarian,Robert C. Coogan,598
Brown,Auditor of State,,Republican,Keith Faber,10509
Brown,Governor,,Democratic,Richard Cordray,3683
Brown,Governor,,Green,Constance Gadell-Newton,203
Brown,Governor,,Libertarian,Travis M. Irvine,293
Brown,Governor,,Republican,Mike DeWine,10668
Brown,Secretary of State,,Democratic,Kathleen Clyde,3834
Brown,Secretary of State,,Libertarian,Dustin R. Nanna,376
Brown,Secretary of State,,Republican,Frank LaRose,10525
Brown,Treasurer of State,,Democratic,Rob Richardson,3892
Brown,Treasurer of State,,Republican,Robert Sprague,10799
Brown,U.S. Senate,,Democratic,Sherrod Brown,4651
Brown,U.S. Senate,,Republican,Jim Renacci,10184
Butler,Attorney General,,Democratic,Steve Dettelbach,49592
Butler,Attorney General,,Republican,Dave Yost,82496
Butler,Auditor of State,,Democratic,Zack Space,45879
Butler,Auditor of State,,Libertarian,Robert C. Coogan,6084
Butler,Auditor of State,,Republican,Keith Faber,82476
Butler,Governor,,Democratic,Richard Cordray,48890
Butler,Governor,,Green,Constance Gadell-Newton,1274
Butler,Governor,,Libertarian,Travis M. Irvine,2589
Butler,Governor,,Republican,Mike DeWine,82771
Butler,Secretary of State,,Democratic,Kathleen Clyde,49725
Butler,Secretary of State,,Libertarian,Dustin R. Nanna,3171
Butler,Secretary of State,,Republican,Frank LaRose,82206
Butler,Treasurer of State,,Democratic,Rob Richardson,48489
Butler,Treasurer of State,,Republican,Robert Sprague,85816
Butler,U.S. Senate,,Democratic,Sherrod Brown,55604
Butler,U.S. Senate,,Republican,Jim Renacci,80106
Carroll,Attorney General,,Democratic,Steve Dettelbach,3189
Carroll,Attorney General,,Republican,Dave Yost,7025
Carroll,Auditor of State,,Democratic,Zack Space,3552
Carroll,Auditor of State,,Libertarian,Robert C. Coogan,396
Carroll,Auditor of State,,Republican,Keith Faber,6235
Carroll,Governor,,Democratic,Richard Cordray,3114
Carroll,Governor,,Green,Constance Gadell-Newton,163
Carroll,Governor,,Libertarian,Travis M. Irvine,252
Carroll,Governor,,Republican,Mike DeWine,6772
Carroll,Secretary of State,,Democratic,Kathleen Clyde,3097
Carroll,Secretary of State,,Libertarian,Dustin R. Nanna,274
Carroll,Secretary of State,,Republican,Frank LaRose,6766
Carroll,Treasurer of State,,Democratic,Rob Richardson,3060
Carroll,Treasurer of State,,Republican,Robert Sprague,6977
Carroll,U.S. Senate,,Democratic,Sherrod Brown,3788
Carroll,U.S. Senate,,Republican,Jim Renacci,6503
Champaign,Attorney General,,Democratic,Steve Dettelbach,4066
Champaign,Attorney General,,Republican,Dave Yost,10572
Champaign,Auditor of State,,Democratic,Zack Space,3988
Champaign,Auditor of State,,Libertarian,Robert C. Coogan,614
Champaign,Auditor of State,,Republican,Keith Faber,10087
Champaign,Governor,,Democratic,Richard Cordray,4197
Champaign,Governor,,Green,Constance Gadell-Newton,204
Champaign,Governor,,Libertarian,Travis M. Irvine,413
Champaign,Governor,,Republican,Mike DeWine,10023
Champaign,Secretary of State,,Democratic,Kathleen Clyde,4146
Champaign,Secretary of State,,Libertarian,Dustin R. Nanna,446
Champaign,Secretary of State,,Republican,Frank LaRose,10127
Champaign,Treasurer of State,,Democratic,Rob Richardson,4110
Champaign,Treasurer of State,,Republican,Robert Sprague,10438
Champaign,U.S. Senate,,Democratic,Sherrod Brown,5443
Champaign,U.S. Senate,,Republican,Jim Renacci,9372
Clark,Attorney General,,Democratic,Steve Dettelbach,18948
Clark,Attorney General,,Republican,Dave Yost,28462
Clark,Auditor of State,,Democratic,Zack Space,18587
Clark,Auditor of State,,Libertarian,Robert C. Coogan,1918
Clark,Auditor of State,,Republican,Keith Faber,27067
Clark,Governor,,Democratic,Richard Cordray,18537
Clark,Governor,,Green,Constance Gadell-Newton,623
Clark,Governor,,Libertarian,Travis M. Irvine,959
Clark,Governor,,Republican,Mike DeWine,27967
Clark,Secretary of State,,Democratic,Kathleen Clyde,19057
Clark,Secretary of State,,Libertarian,Dustin R. Nanna,1260
Clark,Secretary of State,,Republican,Frank LaRose,27342
Clark,Treasurer of State,,Democratic,Rob Richardson,19092
Clark,Treasurer of State,,Republican,Robert Sprague,28276
Clark,U.S. Senate,,Democratic,Sherrod Brown,23525
Clark,U.S. Senate,,Republican,Jim Renacci,24446
Clermont,Attorney General,,Democratic,Steve Dettelbach,25022
Clermont,Attorney General,,Republican,Dave Yost,54608
Clermont,Auditor of State,,Democratic,Zack Space,22051
Clermont,Auditor of State,,Libertarian,Robert C. Coogan,3931
Clermont,Auditor of State,,Republican,Keith Faber,53002
Clermont,Governor,,Democratic,Richard Cordray,23847
Clermont,Governor,,Green,Constance Gadell-Newton,915
Clermont,Governor,,Libertarian,Travis M. Irvine,1870
Clermont,Governor,,Republican,Mike DeWine,53508
Clermont,Secretary of State,,Democratic,Kathleen Clyde,24098
Clermont,Secretary of State,,Libertarian,Dustin R. Nanna,2281
Clermont,Secretary of State,,Republican,Frank LaRose,53015
Clermont,Treasurer of State,,Democratic,Rob Richardson,23614
Clermont,Treasurer of State,,Republican,Robert Sprague,55291
Clermont,U.S. Senate,,Democratic,Sherrod Brown,27803
Clermont,U.S. Senate,,Republican,Jim Renacci,51918
Clinton,Attorney General,,Democratic,Steve Dettelbach,3937
Clinton,Attorney General,,Republican,Dave Yost,11047
Clinton,Auditor of State,,Democratic,Zack Space,3397
Clinton,Auditor of State,,Libertarian,Robert C. Coogan,683
Clinton,Auditor of State,,Republican,Keith Faber,10767
Clinton,Governor,,Democratic,Richard Cordray,3647
Clinton,Governor,,Green,Constance Gadell-Newton,175
Clinton,Governor,,Libertarian,Travis M. Irvine,347
Clinton,Governor,,Republican,Mike DeWine,10884
Clinton,Secretary of State,,Democratic,Kathleen Clyde,3677
Clinton,Secretary of State,,Libertarian,Dustin R. Nanna,444
Clinton,Secretary of State,,Republican,Frank LaRose,10785
Clinton,Treasurer of State,,Democratic,Rob Richardson,3632
Clinton,Treasurer of State,,Republican,Robert Sprague,11112
Clinton,U.S. Senate,,Democratic,Sherrod Brown,4645
Clinton,U.S. Senate,,Republican,Jim Renacci,10356
Columbiana,Attorney General,,Democratic,Steve Dettelbach,11534
Columbiana,Attorney General,,Republican,Dave Yost,23334
Columbiana,Auditor of State,,Democratic,Zack Space,11220
Columbiana,Auditor of State,,Libertarian,Robert C. Coogan,1434
Columbiana,Auditor of State,,Republican,Keith Faber,22695
Columbiana,Governor,,Democratic,Richard Cordray,11625
Columbiana,Governor,,Green,Constance Gadell-Newton,434
Columbiana,Governor,,Libertarian,Travis M. Irvine,722
Columbiana,Governor,,Republican,Mike DeWine,22846
Columbiana,Secretary of State,,Democratic,Kathleen Clyde,10930
Columbiana,Secretary of State,,Libertarian,Dustin R. Nanna,956
Columbiana,Secretary of State,,Republican,Frank LaRose,23578
Columbiana,Treasurer of State,,Democratic,Rob Richardson,11507
Columbiana,Treasurer of State,,Republican,Robert Sprague,23702
Columbiana,U.S. Senate,,Democratic,Sherrod Brown,13995
Columbiana,U.S. Senate,,Republican,Jim Renacci,21849
Coshocton,Attorney General,,Democratic,Steve Dettelbach,3797
Coshocton,Attorney General,,Republican,Dave Yost,7986
Coshocton,Auditor of State,,Democratic,Zack Space,4338
Coshocton,Auditor of State,,Libertarian,Robert C. Coogan,393
Coshocton,Auditor of State,,Republican,Keith Faber,7087
Coshocton,Governor,,Democratic,Richard Cordray,3738
Coshocton,Governor,,Green,Constance Gadell-Newton,149
Coshocton,Governor,,Libertarian,Travis M. Irvine,265
Coshocton,Governor,,Republican,Mike DeWine,7768
Coshocton,Secretary of State,,Democratic,Kathleen Clyde,3768
Coshocton,Secretary of State,,Libertarian,Dustin R. Nanna,278
Coshocton,Secretary of State,,Republican,Frank LaRose,7625
Coshocton,Treasurer of State,,Democratic,Rob Richardson,3777
Coshocton,Treasurer of State,,Republican,Robert Sprague,7857
Coshocton,U.S. Senate,,Democratic,Sherrod Brown,4680
Coshocton,U.S. Senate,,Republican,Jim Renacci,7163
Crawford,Attorney General,,Democratic,Steve Dettelbach,4190
Crawford,Attorney General,,Republican,Dave Yost,9921
Crawford,Auditor of State,,Democratic,Zack Space,4148
Crawford,Auditor of State,,Libertarian,Robert C. Coogan,533
Crawford,Auditor of State,,Republican,Keith Faber,9642
Crawford,Governor,,Democratic,Richard Cordray,4202
Crawford,Governor,,Green,Constance Gadell-Newton,198
Crawford,Governor,,Libertarian,Travis M. Irvine,322
Crawford,Governor,,Republican,Mike DeWine,9786
Crawford,Secretary of State,,Democratic,Kathleen Clyde,4172
Crawford,Secretary of State,,Libertarian,Dustin R. Nanna,371
Crawford,Secretary of State,,Republican,Frank LaRose,9829
Crawford,Treasurer of State,,Democratic,Rob Richardson,4173
Crawford,Treasurer of State,,Republican,Robert Sprague,10127
Crawford,U.S. Senate,,Democratic,Sherrod Brown,5345
Crawford,U.S. Senate,,Republican,Jim Renacci,9149
Cuyahoga,Attorney General,,Democratic,Steve Dettelbach,332678
Cuyahoga,Attorney General,,Republican,Dave Yost,145414
Cuyahoga,Auditor of State,,Democratic,Zack Space,313004
Cuyahoga,Auditor of State,,Libertarian,Robert C. Coogan,18788
Cuyahoga,Auditor of State,,Republican,Keith Faber,137796
Cuyahoga,Governor,,Democratic,Richard Cordray,323276
Cuyahoga,Governor,,Green,Constance Gadell-Newton,5223
Cuyahoga,Governor,,Libertarian,Travis M. Irvine,6271
Cuyahoga,Governor,,Republican,Mike DeWine,150848
Cuyahoga,Secretary of State,,Democratic,Kathleen Clyde,323009
Cuyahoga,Secretary of State,,Libertarian,Dustin R. Nanna,9805
Cuyahoga,Secretary of State,,Republican,Frank LaRose,142944
Cuyahoga,Treasurer of State,,Democratic,Rob Richardson,316949
Cuyahoga,Treasurer of State,,Republican,Robert Sprague,154945
Cuyahoga,U.S. Senate,,Democratic,Sherrod Brown,350362
Cuyahoga,U.S. Senate,,Republican,Jim Renacci,132948
Darke,Attorney General,,Democratic,Steve Dettelbach,3984
Darke,Attorney General,,Republican,Dave Yost,15321
Darke,Auditor of State,,Democratic,Zack Space,3309
Darke,Auditor of State,,Libertarian,Robert C. Coogan,522
Darke,Auditor of State,,Republican,Keith Faber,15755
Darke,Governor,,Democratic,Richard Cordray,3820
Darke,Governor,,Green,Constance Gadell-Newton,229
Darke,Governor,,Libertarian,Travis M. Irvine,440
Darke,Governor,,Republican,Mike DeWine,15161
Darke,Secretary of State,,Democratic,Kathleen Clyde,3933
Darke,Secretary of State,,Libertarian,Dustin R. Nanna,455
Darke,Secretary of State,,Republican,Frank LaRose,14986
Darke,Treasurer of State,,Democratic,Rob Richardson,3990
Darke,Treasurer of State,,Republican,Robert Sprague,15312
Darke,U.S. Senate,,Democratic,Sherrod Brown,5569
Darke,U.S. Senate,,Republican,Jim Renacci,13921
Defiance,Attorney General,,Democratic,Steve Dettelbach,4729
Defiance,Attorney General,,Republican,Dave Yost,8959
Defiance,Auditor of State,,Democratic,Zack Space,4333
Defiance,Auditor of State,,Libertarian,Robert C. Coogan,573
Defiance,Auditor of State,,Republican,Keith Faber,8582
Defiance,Governor,,Democratic,Richard Cordray,4649
Defiance,Governor,,Green,Constance Gadell-Newton,175
Defiance,Governor,,Libertarian,Travis M. Irvine,295
Defiance,Governor,,Republican,Mike DeWine,8834
Defiance,Secretary of State,,Democratic,Kathleen Clyde,4555
Defiance,Secretary of State,,Libertarian,Dustin R. Nanna,389
Defiance,Secretary of State,,Republican,Frank LaRose,8687
Defiance,Treasurer of State,,Democratic,Rob Richardson,4504
Defiance,Treasurer of State,,Republican,Robert Sprague,9078
Defiance,U.S. Senate,,Democratic,Sherrod Brown,5812
Defiance,U.S. Senate,,Republican,Jim Renacci,8003
Delaware,Attorney General,,Democratic,Steve Dettelbach,36967
Delaware,Attorney General,,Republican,Dave Yost,57226
Delaware,Auditor of State,,Democratic,Zack Space,38485
Delaware,Auditor of State,,Libertarian,Robert C. Coogan,3142
Delaware,Auditor of State,,Republican,Keith Faber,51180
Delaware,Governor,,Democratic,Richard Cordray,39655
Delaware,Governor,,Green,Constance Gadell-Newton,642
Delaware,Governor,,Libertarian,Travis M. Irvine,1270
Delaware,Governor,,Republican,Mike DeWine,53674
Delaware,Secretary of State,,Democratic,Kathleen Clyde,38269
Delaware,Secretary of State,,Libertarian,Dustin R. Nanna,1976
Delaware,Secretary of State,,Republican,Frank LaRose,53270
Delaware,Treasurer of State,,Democratic,Rob Richardson,36496
Delaware,Treasurer of State,,Republican,Robert Sprague,55804
Delaware,U.S. Senate,,Democratic,Sherrod Brown,44743
Delaware,U.S. Senate,,Republican,Jim Renacci,49587
Erie,Attorney General,,Democratic,Steve Dettelbach,14588
Erie,Attorney General,,Republican,Dave Yost,15473
Erie,Auditor of State,,Democratic,Zack Space,13518
Erie,Auditor of State,,Libertarian,Robert C. Coogan,1211
Erie,Auditor of State,,Republican,Keith Faber,14935
Erie,Governor,,Democratic,Richard Cordray,14494
Erie,Governor,,Green,Constance Gadell-Newton,487
Erie,Governor,,Libertarian,Travis M. Irvine,719
Erie,Governor,,Republican,Mike DeWine,14577
Erie,Secretary of State,,Democratic,Kathleen Clyde,14117
Erie,Secretary of State,,Libertarian,Dustin R. Nanna,738
Erie,Secretary of State,,Republican,Frank LaRose,15119
Erie,Treasurer of State,,Democratic,Rob Richardson,14036
Erie,Treasurer of State,,Republican,Robert Sprague,15628
Erie,U.S. Senate,,Democratic,Sherrod Brown,16659
Erie,U.S. Senate,,Republican,Jim Renacci,13633
Fairfield,Attorney General,,Democratic,Steve Dettelbach,21703
Fairfield,Attorney General,,Republican,Dave Yost,36451
Fairfield,Auditor of State,,Democratic,Zack Space,22950
Fairfield,Auditor of State,,Libertarian,Robert C. Coogan,1979
Fairfield,Auditor of State,,Republican,Keith Faber,33751
Fairfield,Governor,,Democratic,Richard Cordray,22702
Fairfield,Governor,,Green,Constance Gadell-Newton,578
Fairfield,Governor,,Libertarian,Travis M. Irvine,1032
Fairfield,Governor,,Republican,Mike DeWine,35445
Fairfield,Secretary of State,,Democratic,Kathleen Clyde,22235
Fairfield,Secretary of State,,Libertarian,Dustin R. Nanna,1311
Fairfield,Secretary of State,,Republican,Frank LaRose,35120
Fairfield,Treasurer of State,,Democratic,Rob Richardson,21806
Fairfield,Treasurer of State,,Republican,Robert Sprague,36655
Fairfield,U.S. Senate,,Democratic,Sherrod Brown,26518
Fairfield,U.S. Senate,,Republican,Jim Renacci,32707
Fayette,Attorney General,,Democratic,Steve Dettelbach,2261
Fayette,Attorney General,,Republican,Dave Yost,6236
Fayette,Auditor of State,,Democratic,Zack Space,2337
Fayette,Auditor of State,,Libertarian,Robert C. Coogan,249
Fayette,Auditor of State,,Republican,Keith Faber,5855
Fayette,Governor,,Democratic,Richard Cordray,2381
Fayette,Governor,,Green,Constance Gadell-Newton,58
Fayette,Governor,,Libertarian,Travis M. Irvine,145
Fayette,Governor,,Republican,Mike DeWine,5955
Fayette,Secretary of State,,Democratic,Kathleen Clyde,2280
Fayette,Secretary of State,,Libertarian,Dustin R. Nanna,171
Fayette,Secretary of State,,Republican,Frank LaRose,6004
Fayette,Treasurer of State,,Democratic,Rob Richardson,2305
Fayette,Treasurer of State,,Republican,Robert Sprague,6136
Fayette,U.S. Senate,,Democratic,Sherrod Brown,2914
Fayette,U.S. Senate,,Republican,Jim Renacci,5566
Franklin,Attorney General,,Democratic,Steve Dettelbach,299735
Franklin,Attorney General,,Republican,Dave Yost,181326
Franklin,Auditor of State,,Democratic,Zack Space,301420
Franklin,Auditor of State,,Libertarian,Robert C. Coogan,17029
Franklin,Auditor of State,,Republican,Keith Faber,157387
Franklin,Governor,,Democratic,Richard Cordray,310205
Franklin,Governor,,Green,Constance Gadell-Newton,4256
Franklin,Governor,,Libertarian,Travis M. Irvine,6806
Franklin,Governor,,Republican,Mike DeWine,166057
Franklin,Secretary of State,,Democratic,Kathleen Clyde,300902
Franklin,Secretary of State,,Libertarian,Dustin R. Nanna,9989
Franklin,Secretary of State,,Republican,Frank LaRose,167550
Franklin,Treasurer of State,,Democratic,Rob Richardson,295535
Franklin,Treasurer of State,,Republican,Robert Sprague,179155
Franklin,U.S. Senate,,Democratic,Sherrod Brown,332825
Franklin,U.S. Senate,,Republican,Jim Renacci,151588
Fulton,Attorney General,,Democratic,Steve Dettelbach,5380
Fulton,Attorney General,,Republican,Dave Yost,10695
Fulton,Auditor of State,,Democratic,Zack Space,4855
Fulton,Auditor of State,,Libertarian,Robert C. Coogan,686
Fulton,Auditor of State,,Republican,Keith Faber,10433
Fulton,Governor,,Democratic,Richard Cordray,5275
Fulton,Governor,,Green,Constance Gadell-Newton,168
Fulton,Governor,,Libertarian,Travis M. Irvine,397
Fulton,Governor,,Republican,Mike DeWine,10467
Fulton,Secretary of State,,Democratic,Kathleen Clyde,5093
Fulton,Secretary of State,,Libertarian,Dustin R. Nanna,460
Fulton,Secretary of State,,Republican,Frank LaRose,10449
Fulton,Treasurer of State,,Democratic,Rob Richardson,5014
Fulton,Treasurer of State,,Republican,Robert Sprague,10912
Fulton,U.S. Senate,,Democratic,Sherrod Brown,6707
Fulton,U.S. Senate,,Republican,Jim Renacci,9454
Gallia,Attorney General,,Democratic,Steve Dettelbach,2528
Gallia,Attorney General,,Republican,Dave Yost,7008
Gallia,Auditor of State,,Democratic,Zack Space,2562
Gallia,Auditor of State,,Libertarian,Robert C. Coogan,282
Gallia,Auditor of State,,Republican,Keith Faber,6646
Gallia,Governor,,Democratic,Richard Cordray,2707
Gallia,Governor,,Green,Constance Gadell-Newton,73
Gallia,Governor,,Libertarian,Travis M. Irvine,127
Gallia,Governor,,Republican,Mike DeWine,6820
Gallia,Secretary of State,,Democratic,Kathleen Clyde,2587
Gallia,Secretary of State,,Libertarian,Dustin R. Nanna,176
Gallia,Secretary of State,,Republican,Frank LaRose,6712
Gallia,Treasurer of State,,Democratic,Rob Richardson,2624
Gallia,Treasurer of State,,Republican,Robert Sprague,6868
Gallia,U.S. Senate,,Democratic,Sherrod Brown,3355
Gallia,U.S. Senate,,Republican,Jim Renacci,6275
Geauga,Attorney General,,Democratic,Steve Dettelbach,16745
Geauga,Attorney General,,Republican,Dave Yost,25287
Geauga,Auditor of State,,Democratic,Zack Space,15250
Geauga,Auditor of State,,Libertarian,Robert C. Coogan,1774
Geauga,Auditor of State,,Republican,Keith Faber,24317
Geauga,Governor,,Democratic,Richard Cordray,15887
Geauga,Governor,,Green,Constance Gadell-Newton,453
Geauga,Governor,,Libertarian,Travis M. Irvine,757
Geauga,Governor,,Republican,Mike DeWine,25468
Geauga,Secretary of State,,Democratic,Kathleen Clyde,16102
Geauga,Secretary of State,,Libertarian,Dustin R. Nanna,997
Geauga,Secretary of State,,Republican,Frank LaRose,24726
Geauga,Treasurer of State,,Democratic,Rob Richardson,15315
Geauga,Treasurer of State,,Republican,Robert Sprague,26074
Geauga,U.S. Senate,,Democratic,Sherrod Brown,19104
Geauga,U.S. Senate,,Republican,Jim Renacci,23397
Greene,Attorney General,,Democratic,Steve Dettelbach,25783
Greene,Attorney General,,Republican,Dave Yost,42317
Greene,Auditor of State,,Democratic,Zack Space,23899
Greene,Auditor of State,,Libertarian,Robert C. Coogan,3310
Greene,Auditor of State,,Republican,Keith Faber,40446
Greene,Governor,,Democratic,Richard Cordray,24557
Greene,Governor,,Green,Constance Gadell-Newton,690
Greene,Governor,,Libertarian,Travis M. Irvine,1492
Greene,Governor,,Republican,Mike DeWine,42173
Greene,Secretary of State,,Democratic,Kathleen Clyde,25316
Greene,Secretary of State,,Libertarian,Dustin R. Nanna,1669
Greene,Secretary of State,,Republican,Frank LaRose,40858
Greene,Treasurer of State,,Democratic,Rob Richardson,24945
Greene,Treasurer of State,,Republican,Robert Sprague,42507
Greene,U.S. Senate,,Democratic,Sherrod Brown,30243
Greene,U.S. Senate,,Republican,Jim Renacci,38102
Guernsey,Attorney General,,Democratic,Steve Dettelbach,4105
Guernsey,Attorney General,,Republican,Dave Yost,8401
Guernsey,Auditor of State,,Democratic,Zack Space,4579
Guernsey,Auditor of State,,Libertarian,Robert C. Coogan,414
Guernsey,Auditor of State,,Republican,Keith Faber,7493
Guernsey,Governor,,Democratic,Richard Cordray,3965
Guernsey,Governor,,Green,Constance Gadell-Newton,187
Guernsey,Governor,,Libertarian,Travis M. Irvine,247
Guernsey,Governor,,Republican,Mike DeWine,8242
Guernsey,Secretary of State,,Democratic,Kathleen Clyde,4024
Guernsey,Secretary of State,,Libertarian,Dustin R. Nanna,331
Guernsey,Secretary of State,,Republican,Frank LaRose,8056
Guernsey,Treasurer of State,,Democratic,Rob Richardson,4064
Guernsey,Treasurer of State,,Republican,Robert Sprague,8235
Guernsey,U.S. Senate,,Democratic,Sherrod Brown,5014
Guernsey,U.S. Senate,,Republican,Jim Renacci,7529
Hamilton,Attorney General,,Democratic,Steve Dettelbach,188159
Hamilton,Attorney General,,Republican,Dave Yost,148131
Hamilton,Auditor of State,,Democratic,Zack Space,172439
Hamilton,Auditor of State,,Libertarian,Robert C. Coogan,16594
Hamilton,Auditor of State,,Republican,Keith Faber,143475
Hamilton,Governor,,Democratic,Richard Cordray,181979
Hamilton,Governor,,Green,Constance Gadell-Newton,3684
