county,office,district,party,candidate,votes
Ashland,U.S. Senate,,D,Lee Fisher,8396
Ashland,U.S. Senate,,G,Michael Pryce,512
Ashland,U.S. Senate,,R,Rob Portman,24432
Ashland,U.S. Senate,,S,Daniel LaBotz,218
Ashtabula,Attorney General,,D,Richard Cordray,29162
Ashtabula,Attorney General,,I,Robert Owens,2810
Ashtabula,Attorney General,,L,Marc Feldman,2554
Ashtabula,Attorney General,,R,Mike DeWine,25160
Ashtabula,Auditor of State,,D,David Pepper,27796
Ashtabula,Auditor of State,,L,L. Michael Howard,3692
Ashtabula,Auditor of State,,R,Dave Yost,27996
Ashtabula,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,17354
Ashtabula,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,36592
Ashtabula,Governor/Lieutenant Governor,,C,Dennis Spisak,1574
Ashtabula,Governor/Lieutenant Governor,,D,Ted Strickland,30256
Ashtabula,Governor/Lieutenant Governor,,L,Ken Matesz,2502
Ashtabula,Governor/Lieutenant Governor,,R,John Kasich,25164
Ashtabula,Secretary of State,,D,Maryellen O'Shaughnessy,27108
Ashtabula,Secretary of State,,L,Charles Earl,4990
Ashtabula,Secretary of State,,R,Jon Husted,27084
Ashtabula,Treasurer of State,,D,Kevin Boyce,25594
Ashtabula,Treasurer of State,,L,Matthew Cantrell,3872
Ashtabula,Treasurer of State,,R,Josh Mandel,29894
Ashtabula,U.S. Senate,,C,Eric Deaton,1716
Ashtabula,U.S. Senate,,D,Lee Fisher,25480
Ashtabula,U.S. Senate,,G,Michael Pryce,1490
Ashtabula,U.S. Senate,,R,Rob Portman,30484
Ashtabula,U.S. Senate,,S,Daniel LaBotz,570
Athens,Attorney General,,D,Richard Cordray,22004
Athens,Attorney General,,I,Robert Owens,852
Athens,Attorney General,,L,Marc Feldman,820
Athens,Attorney General,,R,Mike DeWine,10564
Athens,Auditor of State,,D,David Pepper,21038
Athens,Auditor of State,,L,L. Michael Howard,1410
Athens,Auditor of State,,R,Dave Yost,11202
Athens,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,11326
Athens,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,17018
Athens,Governor/Lieutenant Governor,,C,Dennis Spisak,480
Athens,Governor/Lieutenant Governor,,D,Ted Strickland,24146
Athens,Governor/Lieutenant Governor,,L,Ken Matesz,582
Athens,Governor/Lieutenant Governor,,R,John Kasich,9050
Athens,Secretary of State,,D,Maryellen O'Shaughnessy,20646
Athens,Secretary of State,,L,Charles Earl,1590
Athens,Secretary of State,,R,Jon Husted,11332
Athens,Treasurer of State,,D,Kevin Boyce,20414
Athens,Treasurer of State,,L,Matthew Cantrell,1570
Athens,Treasurer of State,,R,Josh Mandel,11418
Athens,U.S. Senate,,C,Eric Deaton,734
Athens,U.S. Senate,,D,Lee Fisher,20074
Athens,U.S. Senate,,G,Michael Pryce,652
Athens,U.S. Senate,,R,Rob Portman,11826
Athens,U.S. Senate,,S,Daniel LaBotz,572
Auglaize,Attorney General,,D,Richard Cordray,8518
Auglaize,Attorney General,,I,Robert Owens,1886
Auglaize,Attorney General,,L,Marc Feldman,974
Auglaize,Attorney General,,R,Mike DeWine,21810
Auglaize,Auditor of State,,D,David Pepper,7912
Auglaize,Auditor of State,,L,L. Michael Howard,1864
Auglaize,Auditor of State,,R,Dave Yost,22908
Auglaize,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,9076
Auglaize,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,20474
Auglaize,Governor/Lieutenant Governor,,C,Dennis Spisak,524
Auglaize,Governor/Lieutenant Governor,,D,Ted Strickland,9576
Auglaize,Governor/Lieutenant Governor,,G,David Sargent,6
Auglaize,Governor/Lieutenant Governor,,L,Ken Matesz,1202
Auglaize,Governor/Lieutenant Governor,,R,John Kasich,21746
Auglaize,Secretary of State,,D,Maryellen O'Shaughnessy,6454
Auglaize,Secretary of State,,L,Charles Earl,1794
Auglaize,Secretary of State,,R,Jon Husted,24570
Auglaize,Treasurer of State,,D,Kevin Boyce,6626
Auglaize,Treasurer of State,,L,Matthew Cantrell,1932
Auglaize,Treasurer of State,,R,Josh Mandel,24154
Auglaize,U.S. Senate,,C,Eric Deaton,750
Auglaize,U.S. Senate,,D,Lee Fisher,6434
Auglaize,U.S. Senate,,G,Michael Pryce,436
Auglaize,U.S. Senate,,L,Arthur Sullivan,4
Auglaize,U.S. Senate,,R,Rob Portman,25198
Auglaize,U.S. Senate,,S,Daniel LaBotz,126
Belmont,Attorney General,,D,Richard Cordray,23380
Belmont,Attorney General,,I,Robert Owens,1362
Belmont,Attorney General,,L,Marc Feldman,1144
Belmont,Attorney General,,R,Mike DeWine,20856
Belmont,Auditor of State,,D,David Pepper,22034
Belmont,Auditor of State,,L,L. Michael Howard,1942
Belmont,Auditor of State,,R,Dave Yost,21778
Belmont,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,15126
Belmont,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,24818
Belmont,Governor/Lieutenant Governor,,C,Dennis Spisak,676
Belmont,Governor/Lieutenant Governor,,D,Ted Strickland,24934
Belmont,Governor/Lieutenant Governor,,L,Ken Matesz,934
Belmont,Governor/Lieutenant Governor,,R,John Kasich,20822
Belmont,Secretary of State,,D,Maryellen O'Shaughnessy,21344
Belmont,Secretary of State,,L,Charles Earl,2360
Belmont,Secretary of State,,R,Jon Husted,22084
Belmont,Treasurer of State,,D,Kevin Boyce,21078
Belmont,Treasurer of State,,L,Matthew Cantrell,1822
Belmont,Treasurer of State,,R,Josh Mandel,23100
Belmont,U.S. Senate,,C,Eric Deaton,1056
Belmont,U.S. Senate,,D,Lee Fisher,21824
Belmont,U.S. Senate,,G,Michael Pryce,534
Belmont,U.S. Senate,,R,Rob Portman,22730
Belmont,U.S. Senate,,S,Daniel LaBotz,328
Brown,Attorney General,,D,Richard Cordray,9168
Brown,Attorney General,,I,Robert Owens,890
Brown,Attorney General,,L,Marc Feldman,780
Brown,Attorney General,,R,Mike DeWine,16090
Brown,Auditor of State,,D,David Pepper,9396
Brown,Auditor of State,,L,L. Michael Howard,1540
Brown,Auditor of State,,R,Dave Yost,15714
Brown,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,7100
Brown,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,16792
Brown,Governor/Lieutenant Governor,,C,Dennis Spisak,376
Brown,Governor/Lieutenant Governor,,D,Ted Strickland,9788
Brown,Governor/Lieutenant Governor,,L,Ken Matesz,860
Brown,Governor/Lieutenant Governor,,R,John Kasich,15606
Brown,Secretary of State,,D,Maryellen O'Shaughnessy,7832
Brown,Secretary of State,,L,Charles Earl,1630
Brown,Secretary of State,,R,Jon Husted,16912
Brown,Treasurer of State,,D,Kevin Boyce,7998
Brown,Treasurer of State,,L,Matthew Cantrell,1384
Brown,Treasurer of State,,R,Josh Mandel,17106
Brown,U.S. Senate,,C,Eric Deaton,430
Brown,U.S. Senate,,D,Lee Fisher,6286
Brown,U.S. Senate,,G,Michael Pryce,214
Brown,U.S. Senate,,R,Rob Portman,20026
Brown,U.S. Senate,,S,Daniel LaBotz,106
Butler,Attorney General,,D,Richard Cordray,76116
Butler,Attorney General,,I,Robert Owens,9230
Butler,Attorney General,,L,Marc Feldman,7048
Butler,Attorney General,,R,Mike DeWine,144150
Butler,Auditor of State,,D,David Pepper,80308
Butler,Auditor of State,,L,L. Michael Howard,10984
Butler,Auditor of State,,R,Dave Yost,142888
Butler,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,51478
Butler,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,139612
Butler,Governor/Lieutenant Governor,,C,Dennis Spisak,3106
Butler,Governor/Lieutenant Governor,,D,Ted Strickland,80306
Butler,Governor/Lieutenant Governor,,G,David Sargent,4
Butler,Governor/Lieutenant Governor,,L,Ken Matesz,5778
Butler,Governor/Lieutenant Governor,,R,John Kasich,149884
Butler,Secretary of State,,D,Maryellen O'Shaughnessy,67544
Butler,Secretary of State,,L,Charles Earl,11212
Butler,Secretary of State,,R,Jon Husted,153450
Butler,Treasurer of State,,D,Kevin Boyce,65628
Butler,Treasurer of State,,L,Matthew Cantrell,11534
Butler,Treasurer of State,,R,Josh Mandel,154934
Butler,U.S. Senate,,C,Eric Deaton,3918
Butler,U.S. Senate,,D,Lee Fisher,63042
Butler,U.S. Senate,,G,Michael Pryce,1832
Butler,U.S. Senate,,L,Arthur Sullivan,4
Butler,U.S. Senate,,R,Rob Portman,166906
Butler,U.S. Senate,,S,Daniel LaBotz,1484
Carroll,Attorney General,,D,Richard Cordray,15968
Carroll,Attorney General,,I,Robert Owens,1964
Carroll,Attorney General,,L,Marc Feldman,1388
Carroll,Attorney General,,R,Mike DeWine,20160
Carroll,Auditor of State,,D,David Pepper,15128
Carroll,Auditor of State,,L,L. Michael Howard,2376
Carroll,Auditor of State,,R,Dave Yost,21160
Carroll,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,11512
Carroll,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,24260
Carroll,Governor/Lieutenant Governor,,C,Dennis Spisak,1080
Carroll,Governor/Lieutenant Governor,,D,Ted Strickland,17088
Carroll,Governor/Lieutenant Governor,,G,David Sargent,4
Carroll,Governor/Lieutenant Governor,,L,Ken Matesz,1684
Carroll,Governor/Lieutenant Governor,,R,John Kasich,20008
Carroll,Secretary of State,,D,Maryellen O'Shaughnessy,14016
Carroll,Secretary of State,,L,Charles Earl,2664
Carroll,Secretary of State,,R,Jon Husted,22088
Carroll,Treasurer of State,,D,Kevin Boyce,13660
Carroll,Treasurer of State,,L,Matthew Cantrell,2076
Carroll,Treasurer of State,,R,Josh Mandel,23356
Carroll,U.S. Senate,,C,Eric Deaton,1076
Carroll,U.S. Senate,,D,Lee Fisher,13680
Carroll,U.S. Senate,,G,Michael Pryce,760
Carroll,U.S. Senate,,L,Arthur Sullivan,4
Carroll,U.S. Senate,,R,Rob Portman,23432
Carroll,U.S. Senate,,S,Daniel LaBotz,300
Champaign,Attorney General,,D,Richard Cordray,9146
Champaign,Attorney General,,I,Robert Owens,968
Champaign,Attorney General,,L,Marc Feldman,930
Champaign,Attorney General,,R,Mike DeWine,15936
Champaign,Auditor of State,,D,David Pepper,8748
Champaign,Auditor of State,,L,L. Michael Howard,1434
Champaign,Auditor of State,,R,Dave Yost,16558
Champaign,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,6730
Champaign,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,17386
Champaign,Governor/Lieutenant Governor,,C,Dennis Spisak,464
Champaign,Governor/Lieutenant Governor,,D,Ted Strickland,10274
Champaign,Governor/Lieutenant Governor,,L,Ken Matesz,914
Champaign,Governor/Lieutenant Governor,,R,John Kasich,15376
Champaign,Secretary of State,,D,Maryellen O'Shaughnessy,7766
Champaign,Secretary of State,,L,Charles Earl,1438
Champaign,Secretary of State,,R,Jon Husted,17564
Champaign,Treasurer of State,,D,Kevin Boyce,7634
Champaign,Treasurer of State,,L,Matthew Cantrell,1366
Champaign,Treasurer of State,,R,Josh Mandel,17672
Champaign,U.S. Senate,,C,Eric Deaton,614
Champaign,U.S. Senate,,D,Lee Fisher,7262
Champaign,U.S. Senate,,G,Michael Pryce,346
Champaign,U.S. Senate,,R,Rob Portman,18578
Champaign,U.S. Senate,,S,Daniel LaBotz,168
Clark,Attorney General,,D,Richard Cordray,38174
Clark,Attorney General,,I,Robert Owens,3002
Clark,Attorney General,,L,Marc Feldman,2686
Clark,Attorney General,,R,Mike DeWine,47534
Clark,Auditor of State,,D,David Pepper,38322
Clark,Auditor of State,,L,L. Michael Howard,4168
Clark,Auditor of State,,R,Dave Yost,48552
Clark,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,21974
Clark,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,61480
Clark,Governor/Lieutenant Governor,,C,Dennis Spisak,1500
Clark,Governor/Lieutenant Governor,,D,Ted Strickland,43320
Clark,Governor/Lieutenant Governor,,G,David Sargent,2
Clark,Governor/Lieutenant Governor,,L,Ken Matesz,2860
Clark,Governor/Lieutenant Governor,,R,John Kasich,44270
Clark,Secretary of State,,D,Maryellen O'Shaughnessy,33912
Clark,Secretary of State,,L,Charles Earl,4314
Clark,Secretary of State,,R,Jon Husted,52944
Clark,Treasurer of State,,D,Kevin Boyce,34038
Clark,Treasurer of State,,L,Matthew Cantrell,4330
Clark,Treasurer of State,,R,Josh Mandel,52366
Clark,U.S. Senate,,C,Eric Deaton,1750
Clark,U.S. Senate,,D,Lee Fisher,33548
Clark,U.S. Senate,,G,Michael Pryce,1136
Clark,U.S. Senate,,R,Rob Portman,54840
Clark,U.S. Senate,,S,Daniel LaBotz,568
Clermont,Attorney General,,D,Richard Cordray,34910
Clermont,Attorney General,,I,Robert Owens,7710
Clermont,Attorney General,,L,Marc Feldman,4670
Clermont,Attorney General,,R,Mike DeWine,81478
Clermont,Auditor of State,,D,David Pepper,37454
Clermont,Auditor of State,,L,L. Michael Howard,7104
Clermont,Auditor of State,,R,Dave Yost,83462
Clermont,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,25168
Clermont,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,87722
Clermont,Governor/Lieutenant Governor,,C,Dennis Spisak,1774
Clermont,Governor/Lieutenant Governor,,D,Ted Strickland,34980
Clermont,Governor/Lieutenant Governor,,G,David Sargent,2
Clermont,Governor/Lieutenant Governor,,L,Ken Matesz,3858
Clermont,Governor/Lieutenant Governor,,R,John Kasich,85526
Clermont,Secretary of State,,D,Maryellen O'Shaughnessy,29160
Clermont,Secretary of State,,L,Charles Earl,7576
Clermont,Secretary of State,,R,Jon Husted,89976
Clermont,Treasurer of State,,D,Kevin Boyce,28634
Clermont,Treasurer of State,,L,Matthew Cantrell,7734
Clermont,Treasurer of State,,R,Josh Mandel,89986
Clermont,U.S. Senate,,C,Eric Deaton,2152
Clermont,U.S. Senate,,D,Lee Fisher,25042
Clermont,U.S. Senate,,G,Michael Pryce,1084
Clermont,U.S. Senate,,L,Arthur Sullivan,2
Clermont,U.S. Senate,,R,Rob Portman,100144
Clermont,U.S. Senate,,S,Daniel LaBotz,622
Clinton,Attorney General,,D,Richard Cordray,6452
Clinton,Attorney General,,I,Robert Owens,1078
Clinton,Attorney General,,L,Marc Feldman,834
Clinton,Attorney General,,R,Mike DeWine,16100
Clinton,Auditor of State,,D,David Pepper,6520
Clinton,Auditor of State,,L,L. Michael Howard,1362
Clinton,Auditor of State,,R,Dave Yost,16266
Clinton,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,6220
Clinton,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,15586
Clinton,Governor/Lieutenant Governor,,C,Dennis Spisak,432
Clinton,Governor/Lieutenant Governor,,D,Ted Strickland,7672
Clinton,Governor/Lieutenant Governor,,G,David Sargent,2
Clinton,Governor/Lieutenant Governor,,L,Ken Matesz,898
Clinton,Governor/Lieutenant Governor,,R,John Kasich,15242
Clinton,Secretary of State,,D,Maryellen O'Shaughnessy,5454
Clinton,Secretary of State,,L,Charles Earl,1388
Clinton,Secretary of State,,R,Jon Husted,17254
Clinton,Treasurer of State,,D,Kevin Boyce,5544
Clinton,Treasurer of State,,L,Matthew Cantrell,1254
Clinton,Treasurer of State,,R,Josh Mandel,17268
Clinton,U.S. Senate,,C,Eric Deaton,510
Clinton,U.S. Senate,,D,Lee Fisher,5054
Clinton,U.S. Senate,,G,Michael Pryce,236
Clinton,U.S. Senate,,R,Rob Portman,18460
Clinton,U.S. Senate,,S,Daniel LaBotz,122
Columbiana,Attorney General,,D,Richard Cordray,29178
Columbiana,Attorney General,,I,Robert Owens,2998
Columbiana,Attorney General,,L,Marc Feldman,2138
Columbiana,Attorney General,,R,Mike DeWine,32538
Columbiana,Auditor of State,,D,David Pepper,27268
Columbiana,Auditor of State,,L,L. Michael Howard,3374
Columbiana,Auditor of State,,R,Dave Yost,34986
Columbiana,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,19850
Columbiana,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,39720
Columbiana,Governor/Lieutenant Governor,,C,Dennis Spisak,1408
Columbiana,Governor/Lieutenant Governor,,D,Ted Strickland,31106
Columbiana,Governor/Lieutenant Governor,,L,Ken Matesz,1662
Columbiana,Governor/Lieutenant Governor,,R,John Kasich,32042
Columbiana,Secretary of State,,D,Maryellen O'Shaughnessy,25610
Columbiana,Secretary of State,,L,Charles Earl,3784
Columbiana,Secretary of State,,R,Jon Husted,36252
Columbiana,Treasurer of State,,D,Kevin Boyce,24742
Columbiana,Treasurer of State,,L,Matthew Cantrell,3262
Columbiana,Treasurer of State,,R,Josh Mandel,37714
Columbiana,U.S. Senate,,C,Eric Deaton,1706
Columbiana,U.S. Senate,,D,Lee Fisher,24414
Columbiana,U.S. Senate,,G,Michael Pryce,1124
Columbiana,U.S. Senate,,R,Rob Portman,38656
Columbiana,U.S. Senate,,S,Daniel LaBotz,374
Coshocton,Attorney General,,D,Richard Cordray,10256
Coshocton,Attorney General,,I,Robert Owens,1408
Coshocton,Attorney General,,L,Marc Feldman,750
Coshocton,Attorney General,,R,Mike DeWine,11720
Coshocton,Auditor of State,,D,David Pepper,9846
Coshocton,Auditor of State,,L,L. Michael Howard,1296
Coshocton,Auditor of State,,R,Dave Yost,12440
Coshocton,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,7484
Coshocton,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,13158
Coshocton,Governor/Lieutenant Governor,,C,Dennis Spisak,588
Coshocton,Governor/Lieutenant Governor,,D,Ted Strickland,10358
Coshocton,Governor/Lieutenant Governor,,L,Ken Matesz,926
Coshocton,Governor/Lieutenant Governor,,R,John Kasich,12468
Coshocton,Secretary of State,,D,Maryellen O'Shaughnessy,8178
Coshocton,Secretary of State,,L,Charles Earl,1450
Coshocton,Secretary of State,,R,Jon Husted,14096
Coshocton,Treasurer of State,,D,Kevin Boyce,8160
Coshocton,Treasurer of State,,L,Matthew Cantrell,1376
Coshocton,Treasurer of State,,R,Josh Mandel,14086
Coshocton,U.S. Senate,,C,Eric Deaton,682
Coshocton,U.S. Senate,,D,Lee Fisher,8196
Coshocton,U.S. Senate,,G,Michael Pryce,468
Coshocton,U.S. Senate,,R,Rob Portman,14436
Coshocton,U.S. Senate,,S,Daniel LaBotz,190
Crawford,Attorney General,,D,Richard Cordray,10114
Crawford,Attorney General,,I,Robert Owens,1488
Crawford,Attorney General,,L,Marc Feldman,944
Crawford,Attorney General,,R,Mike DeWine,15526
Crawford,Auditor of State,,D,David Pepper,9324
Crawford,Auditor of State,,L,L. Michael Howard,1584
Crawford,Auditor of State,,R,Dave Yost,16242
Crawford,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,7952
Crawford,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,16860
Crawford,Governor/Lieutenant Governor,,C,Dennis Spisak,620
Crawford,Governor/Lieutenant Governor,,D,Ted Strickland,10668
Crawford,Governor/Lieutenant Governor,,G,David Sargent,8
Crawford,Governor/Lieutenant Governor,,L,Ken Matesz,1072
Crawford,Governor/Lieutenant Governor,,R,John Kasich,15802
Crawford,Secretary of State,,D,Maryellen O'Shaughnessy,8192
Crawford,Secretary of State,,L,Charles Earl,1828
Crawford,Secretary of State,,R,Jon Husted,17374
Crawford,Treasurer of State,,D,Kevin Boyce,8470
Crawford,Treasurer of State,,L,Matthew Cantrell,1580
Crawford,Treasurer of State,,R,Josh Mandel,17446
Crawford,U.S. Senate,,C,Eric Deaton,786
Crawford,U.S. Senate,,D,Lee Fisher,7788
Crawford,U.S. Senate,,G,Michael Pryce,524
Crawford,U.S. Senate,,R,Rob Portman,18544
Crawford,U.S. Senate,,S,Daniel LaBotz,208
Cuyahoga,Attorney General,,D,Richard Cordray,516090
Cuyahoga,Attorney General,,I,Robert Owens,15716
Cuyahoga,Attorney General,,L,Marc Feldman,19090
Cuyahoga,Attorney General,,R,Mike DeWine,285422
Cuyahoga,Auditor of State,,D,David Pepper,503544
Cuyahoga,Auditor of State,,L,L. Michael Howard,31432
Cuyahoga,Auditor of State,,R,Dave Yost,269676
Cuyahoga,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,313158
Cuyahoga,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,383872
Cuyahoga,Governor/Lieutenant Governor,,C,Dennis Spisak,14372
Cuyahoga,Governor/Lieutenant Governor,,D,Ted Strickland,502480
Cuyahoga,Governor/Lieutenant Governor,,G,David Sargent,984
Cuyahoga,Governor/Lieutenant Governor,,L,Ken Matesz,14486
Cuyahoga,Governor/Lieutenant Governor,,R,John Kasich,297210
Cuyahoga,Secretary of State,,D,Maryellen O'Shaughnessy,469984
Cuyahoga,Secretary of State,,L,Charles Earl,30674
Cuyahoga,Secretary of State,,R,Jon Husted,303766
Cuyahoga,Treasurer of State,,D,Kevin Boyce,443580
Cuyahoga,Treasurer of State,,L,Matthew Cantrell,45760
Cuyahoga,Treasurer of State,,R,Josh Mandel,328842
Cuyahoga,U.S. Senate,,C,Eric Deaton,9974
Cuyahoga,U.S. Senate,,D,Lee Fisher,471568
Cuyahoga,U.S. Senate,,G,Michael Pryce,9298
Cuyahoga,U.S. Senate,,L,Arthur Sullivan,938
Cuyahoga,U.S. Senate,,R,Rob Portman,335514
Cuyahoga,U.S. Senate,,S,Daniel LaBotz,5672
Darke,Attorney General,,D,Richard Cordray,10186
Darke,Attorney General,,I,Robert Owens,1316
Darke,Attorney General,,L,Marc Feldman,1220
Darke,Attorney General,,R,Mike DeWine,24918
Darke,Auditor of State,,D,David Pepper,10064
Darke,Auditor of State,,L,L. Michael Howard,2178
Darke,Auditor of State,,R,Dave Yost,24728
Darke,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Eric Brown,10000
Darke,Chief Justice of the Supreme Court - Term Commencing 01/01/2011,,,Maureen O'Connor,22994
Darke,Governor/Lieutenant Governor,,C,Dennis Spisak,630
Darke,Governor/Lieutenant Governor,,D,Ted Strickland,11914
Darke,Governor/Lieutenant Governor,,G,David Sargent,20
Darke,Governor/Lieutenant Governor,,L,Ken Matesz,1418
Darke,Governor/Lieutenant Governor,,R,John Kasich,23950
Darke,Secretary of State,,D,Maryellen O'Shaughnessy,8528
Darke,Secretary of State,,L,Charles Earl,2108
Darke,Secretary of State,,R,Jon Husted,26574
Darke,Treasurer of State,,D,Kevin Boyce,8550
Darke,Treasurer of State,,L,Matthew Cantrell,1922
Darke,Treasurer of State,,R,Josh Mandel,26700
Darke,U.S. Senate,,C,Eric Deaton,788
Darke,U.S. Senate,,D,Lee Fisher,7758
Darke,U.S. Senate,,G,Michael Pryce,508
Darke,U.S. Senate,,L,Arthur Sullivan,20
Darke,U.S. Senate,,R,Rob Portman,28184
Darke,U.S. Senate,,S,Daniel LaBotz,304
Defiance,Attorney General,,D,Richard Cordray,9206
Defiance,Attorney General,,I,Robert Owens,772
Defiance,Attorney General,,L,Marc Feldman,752
Defiance,Attorney General,,R,Mike DeWine,14902
Defiance,Auditor of State,,D,David Pepper,9252
Defiance,Auditor of State,,L,L. Michael Howard,1374
Defiance,Auditor of State,,R,Dave Yost,14394
