county,office,district,party,candidate,votes
Belmont,U.S. Senate,,L,Don Kissick,1125
Belmont,U.S. Senate,,R,Bernie Moreno,20146
Brown,Judge of the Court of Appeals (Term Commencing 02/09/2025),12,R,Melena Siebert,17547
Brown,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4045
Brown,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,16212
Brown,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,3883
Brown,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,16409
Brown,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4003
Brown,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,16037
Brown,President/Vice President,,,Peter Sonski and Lauren Onak,19
Brown,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,38
Brown,President/Vice President,,D,Kamala D. Harris and Tim Walz,4069
Brown,President/Vice President,,L,Chase Oliver and Mike ter Maat,59
Brown,President/Vice President,,R,Donald J. Trump and JD Vance,17257
Brown,U.S. House,2,D,Samantha Meadows,3935
Brown,U.S. House,2,R,David J. Taylor,16788
Brown,U.S. Senate,,D,Sherrod Brown,4610
Brown,U.S. Senate,,L,Don Kissick,746
Brown,U.S. Senate,,R,Bernie Moreno,15622
Butler,Judge of the Court of Appeals (Term Commencing 02/09/2025),12,R,Melena Siebert,130929
Butler,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,64064
Butler,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,113093
Butler,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,63171
Butler,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,115327
Butler,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,64719
Butler,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,111549
Butler,President/Vice President,,,Peter Sonski and Lauren Onak,317
Butler,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,387
Butler,President/Vice President,,D,Kamala D. Harris and Tim Walz,66713
Butler,President/Vice President,,L,Chase Oliver and Mike ter Maat,894
Butler,President/Vice President,,R,Donald J. Trump and JD Vance,114831
Butler,U.S. House,8,D,Vanessa Enoch,63682
Butler,U.S. House,8,R,Warren Davidson,113884
Butler,U.S. Senate,,D,Sherrod Brown,69734
Butler,U.S. Senate,,L,Don Kissick,6546
Butler,U.S. Senate,,R,Bernie Moreno,104952
Carroll,Judge of the Court of Appeals (Term Commencing 02/09/2025),7,R,Katelyn Dickey,10939
Carroll,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,3130
Carroll,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,9998
Carroll,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,3288
Carroll,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,9965
Carroll,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,3204
Carroll,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,9978
Carroll,President/Vice President,,,Peter Sonski and Lauren Onak,20
Carroll,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,44
Carroll,President/Vice President,,D,Kamala D. Harris and Tim Walz,3071
Carroll,President/Vice President,,L,Chase Oliver and Mike ter Maat,49
Carroll,President/Vice President,,R,Donald J. Trump and JD Vance,10634
Carroll,U.S. House,6,D,Michael L. Kripchak,3101
Carroll,U.S. House,6,R,Michael A. Rulli,10171
Carroll,U.S. Senate,,D,Sherrod Brown,3545
Carroll,U.S. Senate,,L,Don Kissick,571
Carroll,U.S. Senate,,R,Bernie Moreno,9543
Champaign,Judge of the Court of Appeals (Term Commencing 02/09/2025),2,R,Robert Hanseman,15294
Champaign,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4836
Champaign,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,14869
Champaign,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,4975
Champaign,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,14589
Champaign,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4917
Champaign,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,14630
Champaign,President/Vice President,,,Peter Sonski and Lauren Onak,32
Champaign,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,42
Champaign,President/Vice President,,D,Kamala D. Harris and Tim Walz,4944
Champaign,President/Vice President,,L,Chase Oliver and Mike ter Maat,116
Champaign,President/Vice President,,R,Donald J. Trump and JD Vance,15334
Champaign,U.S. House,4,D,Tamie Wilson,5016
Champaign,U.S. House,4,R,Jim Jordan,15227
Champaign,U.S. Senate,,D,Sherrod Brown,5547
Champaign,U.S. Senate,,L,Don Kissick,796
Champaign,U.S. Senate,,R,Bernie Moreno,13917
Clark,Judge of the Court of Appeals (Term Commencing 02/09/2025),2,R,Robert Hanseman,44782
Clark,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,21484
Clark,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,39511
Clark,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,21892
Clark,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,38544
Clark,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,21657
Clark,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,38527
Clark,President/Vice President,,,Peter Sonski and Lauren Onak,84
Clark,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,165
Clark,President/Vice President,,D,Kamala D. Harris and Tim Walz,21847
Clark,President/Vice President,,L,Chase Oliver and Mike ter Maat,336
Clark,President/Vice President,,R,Donald J. Trump and JD Vance,40403
Clark,U.S. House,10,,Michael Harbaugh,1213
Clark,U.S. House,10,D,Amy Cox,12316
Clark,U.S. House,10,R,Mike Turner,19299
Clark,U.S. House,15,D,Adam Miller,7228
Clark,U.S. House,15,R,Mike Carey,21340
Clark,U.S. Senate,,D,Sherrod Brown,23630
Clark,U.S. Senate,,L,Don Kissick,2387
Clark,U.S. Senate,,R,Bernie Moreno,36611
Clermont,Judge of the Court of Appeals (Term Commencing 02/09/2025),12,R,Melena Siebert,82873
Clermont,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,33399
Clermont,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,72728
Clermont,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,33373
Clermont,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,77231
Clermont,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,34899
Clermont,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,73873
Clermont,President/Vice President,,,Peter Sonski and Lauren Onak,158
Clermont,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,206
Clermont,President/Vice President,,D,Kamala D. Harris and Tim Walz,36130
Clermont,President/Vice President,,L,Chase Oliver and Mike ter Maat,657
Clermont,President/Vice President,,R,Donald J. Trump and JD Vance,76964
Clermont,U.S. House,2,D,Samantha Meadows,34149
Clermont,U.S. House,2,R,David J. Taylor,76326
Clermont,U.S. Senate,,D,Sherrod Brown,37825
Clermont,U.S. Senate,,L,Don Kissick,4644
Clermont,U.S. Senate,,R,Bernie Moreno,70592
Clinton,Judge of the Court of Appeals (Term Commencing 02/09/2025),12,R,Melena Siebert,15708
Clinton,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4446
Clinton,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,15400
Clinton,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,4359
Clinton,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,15506
Clinton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4472
Clinton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,15255
Clinton,President/Vice President,,,Peter Sonski and Lauren Onak,26
Clinton,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,48
Clinton,President/Vice President,,D,Kamala D. Harris and Tim Walz,4633
Clinton,President/Vice President,,L,Chase Oliver and Mike ter Maat,88
Clinton,President/Vice President,,R,Donald J. Trump and JD Vance,15984
Clinton,U.S. House,2,D,Samantha Meadows,4395
Clinton,U.S. House,2,R,David J. Taylor,15548
Clinton,U.S. Senate,,D,Sherrod Brown,5154
Clinton,U.S. Senate,,L,Don Kissick,886
Clinton,U.S. Senate,,R,Bernie Moreno,14513
Columbiana,Judge of the Court of Appeals (Term Commencing 02/09/2025),7,R,Katelyn Dickey,38963
Columbiana,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,12332
Columbiana,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,33294
Columbiana,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,12857
Columbiana,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,32190
Columbiana,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,12733
Columbiana,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,33239
Columbiana,President/Vice President,,,Peter Sonski and Lauren Onak,69
Columbiana,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,117
Columbiana,President/Vice President,,D,Kamala D. Harris and Tim Walz,12064
Columbiana,President/Vice President,,L,Chase Oliver and Mike ter Maat,189
Columbiana,President/Vice President,,R,Donald J. Trump and JD Vance,35607
Columbiana,U.S. House,6,D,Michael L. Kripchak,11124
Columbiana,U.S. House,6,R,Michael A. Rulli,36017
Columbiana,U.S. Senate,,D,Sherrod Brown,13902
Columbiana,U.S. Senate,,L,Don Kissick,1935
Columbiana,U.S. Senate,,R,Bernie Moreno,31757
Coshocton,Judge of the Court of Appeals (Term Commencing 02/09/2025),5,R,Robert G. Montgomery,13216
Coshocton,Judge of the Court of Appeals (Term Commencing 02/10/2025),5,R,Kevin W. Popham,12816
Coshocton,Judge of the Court of Appeals (Term Commencing 02/11/2025),5,R,David Gormley,12745
Coshocton,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4065
Coshocton,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,11678
Coshocton,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,4108
Coshocton,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,11572
Coshocton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4054
Coshocton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,11653
Coshocton,President/Vice President,,,Peter Sonski and Lauren Onak,22
Coshocton,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,48
Coshocton,President/Vice President,,D,Kamala D. Harris and Tim Walz,3835
Coshocton,President/Vice President,,L,Chase Oliver and Mike ter Maat,66
Coshocton,President/Vice President,,R,Donald J. Trump and JD Vance,12362
Coshocton,U.S. House,12,D,Jerrad Christian,3580
Coshocton,U.S. House,12,R,Troy Balderson,12462
Coshocton,U.S. Senate,,D,Sherrod Brown,4457
Coshocton,U.S. Senate,,L,Don Kissick,716
Coshocton,U.S. Senate,,R,Bernie Moreno,11011
Crawford,Judge of the Court of Appeals (Term Commencing 02/09/2025),3,R,John R. Willamowski,16782
Crawford,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4847
Crawford,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,14991
Crawford,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,4933
Crawford,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,14666
Crawford,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4788
Crawford,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,14858
Crawford,President/Vice President,,,Peter Sonski and Lauren Onak,29
Crawford,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,47
Crawford,President/Vice President,,D,Kamala D. Harris and Tim Walz,4683
Crawford,President/Vice President,,L,Chase Oliver and Mike ter Maat,80
Crawford,President/Vice President,,R,Donald J. Trump and JD Vance,15402
Crawford,U.S. House,5,D,Keith Mundy,4400
Crawford,U.S. House,5,R,Bob Latta,15361
Crawford,U.S. Senate,,D,Sherrod Brown,5400
Crawford,U.S. Senate,,L,Don Kissick,790
Crawford,U.S. Senate,,R,Bernie Moreno,13938
Cuyahoga,Judge of the Court of Appeals (Term Commencing 01/01/2025),8,D,Deena R. Calabrese,346932
Cuyahoga,Judge of the Court of Appeals (Term Commencing 01/02/2025),8,D,Michelle J. Sheehan,337353
Cuyahoga,Judge of the Court of Appeals (Term Commencing 01/03/2025),8,D,Eileen T. Gallagher,332874
Cuyahoga,Judge of the Court of Appeals (Term Commencing 02/09/2025),8,D,Mary J. Boyle,328332
Cuyahoga,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,362035
Cuyahoga,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,177829
Cuyahoga,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,353968
Cuyahoga,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,170079
Cuyahoga,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,352257
Cuyahoga,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,168268
Cuyahoga,President/Vice President,,,Peter Sonski and Lauren Onak,891
Cuyahoga,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,1032
Cuyahoga,President/Vice President,,D,Kamala D. Harris and Tim Walz,376384
Cuyahoga,President/Vice President,,L,Chase Oliver and Mike ter Maat,2419
Cuyahoga,President/Vice President,,R,Donald J. Trump and JD Vance,195164
Cuyahoga,U.S. House,11,,Sean Freeman,6107
Cuyahoga,U.S. House,11,D,Shontel Brown,236883
Cuyahoga,U.S. House,11,R,Alan Rapoport,59394
Cuyahoga,U.S. House,7,,Dennis J. Kucinich,36696
Cuyahoga,U.S. House,7,D,Matt Diemer,99478
Cuyahoga,U.S. House,7,R,Max Miller,107339
Cuyahoga,U.S. Senate,,D,Sherrod Brown,384042
Cuyahoga,U.S. Senate,,L,Don Kissick,14239
Cuyahoga,U.S. Senate,,R,Bernie Moreno,170671
Darke,Judge of the Court of Appeals (Term Commencing 02/09/2025),2,R,Robert Hanseman,23351
Darke,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4589
Darke,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,21789
Darke,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,4682
Darke,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,21453
Darke,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4574
Darke,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,21611
Darke,President/Vice President,,,Peter Sonski and Lauren Onak,31
Darke,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,55
Darke,President/Vice President,,D,Kamala D. Harris and Tim Walz,4583
Darke,President/Vice President,,L,Chase Oliver and Mike ter Maat,97
Darke,President/Vice President,,R,Donald J. Trump and JD Vance,22234
Darke,U.S. House,8,D,Vanessa Enoch,4294
Darke,U.S. House,8,R,Warren Davidson,22262
Darke,U.S. Senate,,D,Sherrod Brown,5359
Darke,U.S. Senate,,L,Don Kissick,885
Darke,U.S. Senate,,R,Bernie Moreno,20615
Defiance,Judge of the Court of Appeals (Term Commencing 02/09/2025),3,R,John R. Willamowski,13731
Defiance,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,5462
Defiance,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,12708
Defiance,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,5596
Defiance,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,12439
Defiance,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,5469
Defiance,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,12534
Defiance,President/Vice President,,,Peter Sonski and Lauren Onak,40
Defiance,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,55
Defiance,President/Vice President,,D,Kamala D. Harris and Tim Walz,5667
Defiance,President/Vice President,,L,Chase Oliver and Mike ter Maat,89
Defiance,President/Vice President,,R,Donald J. Trump and JD Vance,13302
Defiance,U.S. House,9,D,Marcy Kaptur,5738
Defiance,U.S. House,9,L,Tom Pruss,824
Defiance,U.S. House,9,R,Derek Merrin,12164
Defiance,U.S. Senate,,D,Sherrod Brown,5880
Defiance,U.S. Senate,,L,Don Kissick,822
Defiance,U.S. Senate,,R,Bernie Moreno,12028
Delaware,Judge of the Court of Appeals (Term Commencing 02/09/2025),5,R,Robert G. Montgomery,91235
Delaware,Judge of the Court of Appeals (Term Commencing 02/10/2025),5,R,Kevin W. Popham,89509
Delaware,Judge of the Court of Appeals (Term Commencing 02/11/2025),5,R,David Gormley,90083
Delaware,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,58105
Delaware,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,72363
