county,office,district,party,candidate,votes
Delaware,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,58900
Delaware,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,71059
Delaware,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,58101
Delaware,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,71399
Delaware,President/Vice President,,,Peter Sonski and Lauren Onak,265
Delaware,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,217
Delaware,President/Vice President,,D,Kamala D. Harris and Tim Walz,61657
Delaware,President/Vice President,,L,Chase Oliver and Mike ter Maat,770
Delaware,President/Vice President,,R,Donald J. Trump and JD Vance,70448
Delaware,U.S. House,12,D,Jerrad Christian,12662
Delaware,U.S. House,12,R,Troy Balderson,20759
Delaware,U.S. House,4,D,Tamie Wilson,45608
Delaware,U.S. House,4,R,Jim Jordan,51887
Delaware,U.S. Senate,,D,Sherrod Brown,63697
Delaware,U.S. Senate,,L,Don Kissick,3562
Delaware,U.S. Senate,,R,Bernie Moreno,65715
Erie,Judge of the Court of Appeals (Term Commencing 02/09/2025),6,R,Gene A. Zmuda,26290
Erie,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,16474
Erie,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,21256
Erie,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,16587
Erie,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,20700
Erie,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,16570
Erie,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,20924
Erie,President/Vice President,,,Peter Sonski and Lauren Onak,64
Erie,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,104
Erie,President/Vice President,,D,Kamala D. Harris and Tim Walz,16871
Erie,President/Vice President,,L,Chase Oliver and Mike ter Maat,205
Erie,President/Vice President,,R,Donald J. Trump and JD Vance,22493
Erie,U.S. House,9,D,Marcy Kaptur,17622
Erie,U.S. House,9,L,Tom Pruss,1457
Erie,U.S. House,9,R,Derek Merrin,19993
Erie,U.S. Senate,,D,Sherrod Brown,18117
Erie,U.S. Senate,,L,Don Kissick,1536
Erie,U.S. Senate,,R,Bernie Moreno,19654
Fairfield,Judge of the Court of Appeals (Term Commencing 02/09/2025),5,R,Robert G. Montgomery,59736
Fairfield,Judge of the Court of Appeals (Term Commencing 02/10/2025),5,R,Kevin W. Popham,58052
Fairfield,Judge of the Court of Appeals (Term Commencing 02/11/2025),5,R,David Gormley,57707
Fairfield,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,30391
Fairfield,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,50877
Fairfield,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,31136
Fairfield,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,50231
Fairfield,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,30662
Fairfield,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,50175
Fairfield,President/Vice President,,,Peter Sonski and Lauren Onak,183
Fairfield,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,184
Fairfield,President/Vice President,,D,Kamala D. Harris and Tim Walz,31695
Fairfield,President/Vice President,,L,Chase Oliver and Mike ter Maat,370
Fairfield,President/Vice President,,R,Donald J. Trump and JD Vance,51999
Fairfield,U.S. House,12,D,Jerrad Christian,29386
Fairfield,U.S. House,12,R,Troy Balderson,52020
Fairfield,U.S. Senate,,D,Sherrod Brown,33697
Fairfield,U.S. Senate,,L,Don Kissick,2812
Fairfield,U.S. Senate,,R,Bernie Moreno,47342
Fayette,Judge of the Court of Appeals (Term Commencing 02/09/2025),12,R,Melena Siebert,9836
Fayette,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,2729
Fayette,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,8881
Fayette,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,2753
Fayette,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,9195
Fayette,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,2748
Fayette,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,9074
Fayette,President/Vice President,,,Peter Sonski and Lauren Onak,14
Fayette,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,38
Fayette,President/Vice President,,D,Kamala D. Harris and Tim Walz,2773
Fayette,President/Vice President,,L,Chase Oliver and Mike ter Maat,40
Fayette,President/Vice President,,R,Donald J. Trump and JD Vance,9706
Fayette,U.S. House,15,D,Adam Miller,2360
Fayette,U.S. House,15,R,Mike Carey,9010
Fayette,U.S. House,2,D,Samantha Meadows,101
Fayette,U.S. House,2,R,David J. Taylor,656
Fayette,U.S. Senate,,D,Sherrod Brown,3207
Fayette,U.S. Senate,,L,Don Kissick,474
Fayette,U.S. Senate,,R,Bernie Moreno,8712
Franklin,Judge of the Court of Appeals (Term Commencing 02/09/2025),10,D,Laurel Beatty Blunt,391594
Franklin,Judge of the Court of Appeals (Term Commencing 02/10/2025),10,D,Shawn Dingus,382946
Franklin,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,334697
Franklin,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,183269
Franklin,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,342323
Franklin,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,181940
Franklin,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,359796
Franklin,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,200440
Franklin,President/Vice President,,,Peter Sonski and Lauren Onak,1384
Franklin,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,1295
Franklin,President/Vice President,,D,Kamala D. Harris and Tim Walz,380518
Franklin,President/Vice President,,L,Chase Oliver and Mike ter Maat,3503
Franklin,President/Vice President,,R,Donald J. Trump and JD Vance,210830
Franklin,U.S. House,15,D,Adam Miller,121237
Franklin,U.S. House,15,R,Mike Carey,104588
Franklin,U.S. House,3,D,Joyce Beatty,242632
Franklin,U.S. House,3,R,Michael Young,100355
Franklin,U.S. Senate,,D,Sherrod Brown,385850
Franklin,U.S. Senate,,L,Don Kissick,16638
Franklin,U.S. Senate,,R,Bernie Moreno,186441
Fulton,Judge of the Court of Appeals (Term Commencing 02/09/2025),6,R,Gene A. Zmuda,17499
Fulton,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,6150
Fulton,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,15250
Fulton,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,6203
Fulton,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,14810
Fulton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,6243
Fulton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,15234
Fulton,President/Vice President,,,Peter Sonski and Lauren Onak,39
Fulton,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,64
Fulton,President/Vice President,,D,Kamala D. Harris and Tim Walz,6374
Fulton,President/Vice President,,L,Chase Oliver and Mike ter Maat,82
Fulton,President/Vice President,,R,Donald J. Trump and JD Vance,15893
Fulton,U.S. House,9,D,Marcy Kaptur,6833
Fulton,U.S. House,9,L,Tom Pruss,758
Fulton,U.S. House,9,R,Derek Merrin,14464
Fulton,U.S. Senate,,D,Sherrod Brown,6764
Fulton,U.S. Senate,,L,Don Kissick,866
Fulton,U.S. Senate,,R,Bernie Moreno,14450
Gallia,Judge of the Court of Appeals (Term Commencing 02/09/2025),4,R,Jason P. Smith,9949
Gallia,Judge of the Court of Appeals (Term Commencing 02/10/2025),4,R,Mike Hess,9826
Gallia,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,2670
Gallia,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,9673
Gallia,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,2819
Gallia,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,9424
Gallia,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,2721
Gallia,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,9615
Gallia,President/Vice President,,,Peter Sonski and Lauren Onak,18
Gallia,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,26
Gallia,President/Vice President,,D,Kamala D. Harris and Tim Walz,2592
Gallia,President/Vice President,,L,Chase Oliver and Mike ter Maat,50
Gallia,President/Vice President,,R,Donald J. Trump and JD Vance,10314
Gallia,U.S. House,2,D,Samantha Meadows,2581
Gallia,U.S. House,2,R,David J. Taylor,9839
Gallia,U.S. Senate,,D,Sherrod Brown,2912
Gallia,U.S. Senate,,L,Don Kissick,491
Gallia,U.S. Senate,,R,Bernie Moreno,9316
Geauga,Judge of the Court of Appeals (Term Commencing 02/09/2025),11,R,John J. Eklund,38572
Geauga,Judge of the Court of Appeals (Term Commencing 02/10/2025),11,R,Scott Lynch,37972
Geauga,Judge of the Court of Appeals (Unexpired Term Ending 02/09/2027),11,R,Robert J. Patton,37865
Geauga,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,19578
Geauga,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,32631
Geauga,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,20148
Geauga,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,32517
Geauga,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,19850
Geauga,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,32583
Geauga,President/Vice President,,,Peter Sonski and Lauren Onak,88
Geauga,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,99
Geauga,President/Vice President,,D,Kamala D. Harris and Tim Walz,20604
Geauga,President/Vice President,,L,Chase Oliver and Mike ter Maat,251
Geauga,President/Vice President,,R,Donald J. Trump and JD Vance,33844
Geauga,U.S. House,14,D,Brian Bob Kenderes,15804
Geauga,U.S. House,14,R,David P. Joyce,36940
Geauga,U.S. Senate,,D,Sherrod Brown,22315
Geauga,U.S. Senate,,L,Don Kissick,1328
Geauga,U.S. Senate,,R,Bernie Moreno,30987
Greene,Judge of the Court of Appeals (Term Commencing 02/09/2025),2,R,Robert Hanseman,64973
Greene,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,33656
Greene,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,54135
Greene,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,34570
Greene,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,53264
Greene,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,34180
Greene,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,53389
Greene,President/Vice President,,,Peter Sonski and Lauren Onak,284
Greene,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,205
Greene,President/Vice President,,D,Kamala D. Harris and Tim Walz,35575
Greene,President/Vice President,,L,Chase Oliver and Mike ter Maat,568
Greene,President/Vice President,,R,Donald J. Trump and JD Vance,53399
Greene,U.S. House,10,,Michael Harbaugh,2685
Greene,U.S. House,10,D,Amy Cox,28963
Greene,U.S. House,10,R,Mike Turner,57528
Greene,U.S. Senate,,D,Sherrod Brown,37327
Greene,U.S. Senate,,L,Don Kissick,3052
Greene,U.S. Senate,,R,Bernie Moreno,49477
Guernsey,Judge of the Court of Appeals (Term Commencing 02/09/2025),5,R,Robert G. Montgomery,13197
Guernsey,Judge of the Court of Appeals (Term Commencing 02/10/2025),5,R,Kevin W. Popham,12620
Guernsey,Judge of the Court of Appeals (Term Commencing 02/11/2025),5,R,David Gormley,12562
Guernsey,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,4138
Guernsey,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,11853
Guernsey,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,4408
Guernsey,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,12205
Guernsey,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,4235
Guernsey,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,12252
Guernsey,President/Vice President,,,Peter Sonski and Lauren Onak,19
Guernsey,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,49
Guernsey,President/Vice President,,D,Kamala D. Harris and Tim Walz,4154
Guernsey,President/Vice President,,L,Chase Oliver and Mike ter Maat,58
Guernsey,President/Vice President,,R,Donald J. Trump and JD Vance,13314
Guernsey,U.S. House,12,D,Jerrad Christian,3795
Guernsey,U.S. House,12,R,Troy Balderson,13269
Guernsey,U.S. Senate,,D,Sherrod Brown,4839
Guernsey,U.S. Senate,,L,Don Kissick,711
Guernsey,U.S. Senate,,R,Bernie Moreno,11836
Hamilton,Judge of the Court of Appeals (Term Commencing 02/09/2025),1,D,Terry Nestor,214719
Hamilton,Judge of the Court of Appeals (Term Commencing 02/09/2025),1,R,Sean M. Donovan,175786
Hamilton,Judge of the Court of Appeals (Term Commencing 02/10/2025),1,D,Marilyn Zayas,218756
Hamilton,Judge of the Court of Appeals (Term Commencing 02/10/2025),1,R,Stacy Lefton,170309
Hamilton,Judge of the Court of Appeals (Term Commencing 02/11/2025),1,D,Candace Crouse,216924
Hamilton,Judge of the Court of Appeals (Term Commencing 02/11/2025),1,R,M. Elizabeth Polston,170177
Hamilton,Judge of the Court of Appeals (Term Commencing 02/12/2025),1,D,Rich Moore,206681
Hamilton,Judge of the Court of Appeals (Term Commencing 02/12/2025),1,R,Robert A. Goering,183117
Hamilton,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,222861
Hamilton,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,178300
Hamilton,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,216369
Hamilton,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,186662
Hamilton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,224528
Hamilton,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,170730
Hamilton,President/Vice President,,,Peter Sonski and Lauren Onak,789
Hamilton,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,819
Hamilton,President/Vice President,,D,Kamala D. Harris and Tim Walz,233360
Hamilton,President/Vice President,,L,Chase Oliver and Mike ter Maat,2420
Hamilton,President/Vice President,,R,Donald J. Trump and JD Vance,172365
Hamilton,U.S. House,1,D,Greg Landsman,165300
Hamilton,U.S. House,1,R,Orlando Sonza,90003
Hamilton,U.S. House,8,D,Vanessa Enoch,66342
Hamilton,U.S. House,8,R,Warren Davidson,76342
Hamilton,U.S. Senate,,D,Sherrod Brown,235825
Hamilton,U.S. Senate,,L,Don Kissick,13330
Hamilton,U.S. Senate,,R,Bernie Moreno,158523
Hancock,Judge of the Court of Appeals (Term Commencing 02/09/2025),3,R,John R. Willamowski,29253
Hancock,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,10771
Hancock,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,25619
Hancock,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,11209
Hancock,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,24899
Hancock,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,10927
Hancock,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,25111
Hancock,President/Vice President,,,Peter Sonski and Lauren Onak,81
Hancock,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,119
Hancock,President/Vice President,,D,Kamala D. Harris and Tim Walz,11467
Hancock,President/Vice President,,L,Chase Oliver and Mike ter Maat,218
Hancock,President/Vice President,,R,Donald J. Trump and JD Vance,26052
Hancock,U.S. House,5,D,Keith Mundy,9403
Hancock,U.S. House,5,R,Bob Latta,27667
Hancock,U.S. Senate,,D,Sherrod Brown,12170
Hancock,U.S. Senate,,L,Don Kissick,1547
Hancock,U.S. Senate,,R,Bernie Moreno,23803
Hardin,Judge of the Court of Appeals (Term Commencing 02/09/2025),3,R,John R. Willamowski,10680
Hardin,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,2835
Hardin,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,9563
Hardin,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,2977
Hardin,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,9490
Hardin,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,2891
Hardin,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,9423
Hardin,President/Vice President,,,Peter Sonski and Lauren Onak,18
Hardin,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,38
Hardin,President/Vice President,,D,Kamala D. Harris and Tim Walz,2863
Hardin,President/Vice President,,L,Chase Oliver and Mike ter Maat,63
Hardin,President/Vice President,,R,Donald J. Trump and JD Vance,9911
Hardin,U.S. House,4,D,Tamie Wilson,2990
Hardin,U.S. House,4,R,Jim Jordan,9699
Hardin,U.S. Senate,,D,Sherrod Brown,3367
Hardin,U.S. Senate,,L,Don Kissick,585
Hardin,U.S. Senate,,R,Bernie Moreno,8839
Harrison,Judge of the Court of Appeals (Term Commencing 02/09/2025),7,R,Katelyn Dickey,5696
Harrison,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,1686
Harrison,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,5155
Harrison,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,1780
Harrison,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,4980
Harrison,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,1754
Harrison,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,5073
Harrison,President/Vice President,,,Peter Sonski and Lauren Onak,9
Harrison,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,19
Harrison,President/Vice President,,D,Kamala D. Harris and Tim Walz,1559
Harrison,President/Vice President,,L,Chase Oliver and Mike ter Maat,38
Harrison,President/Vice President,,R,Donald J. Trump and JD Vance,5484
Harrison,U.S. House,6,D,Michael L. Kripchak,1718
Harrison,U.S. House,6,R,Michael A. Rulli,5166
Harrison,U.S. Senate,,D,Sherrod Brown,1857
Harrison,U.S. Senate,,L,Don Kissick,320
Harrison,U.S. Senate,,R,Bernie Moreno,4891
Henry,Judge of the Court of Appeals (Term Commencing 02/09/2025),3,R,John R. Willamowski,11412
Henry,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,3664
Henry,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,10546
Henry,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,3726
Henry,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,10311
Henry,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,3713
Henry,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,10232
Henry,President/Vice President,,,Peter Sonski and Lauren Onak,22
Henry,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,43
Henry,President/Vice President,,D,Kamala D. Harris and Tim Walz,3905
Henry,President/Vice President,,L,Chase Oliver and Mike ter Maat,68
Henry,President/Vice President,,R,Donald J. Trump and JD Vance,10873
Henry,U.S. House,5,D,Keith Mundy,2893
Henry,U.S. House,5,R,Bob Latta,11633
Henry,U.S. Senate,,D,Sherrod Brown,4356
Henry,U.S. Senate,,L,Don Kissick,562
Henry,U.S. Senate,,R,Bernie Moreno,9685
Highland,Judge of the Court of Appeals (Term Commencing 02/09/2025),4,R,Jason P. Smith,15371
Highland,Judge of the Court of Appeals (Term Commencing 02/10/2025),4,R,Mike Hess,15407
Highland,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,3789
Highland,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,15421
Highland,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,3596
Highland,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,15610
Highland,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,3694
Highland,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,15472
Highland,President/Vice President,,,Peter Sonski and Lauren Onak,17
Highland,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,35
Highland,President/Vice President,,D,Kamala D. Harris and Tim Walz,3609
Highland,President/Vice President,,L,Chase Oliver and Mike ter Maat,54
Highland,President/Vice President,,R,Donald J. Trump and JD Vance,16269
Highland,U.S. House,2,D,Samantha Meadows,3608
Highland,U.S. House,2,R,David J. Taylor,15692
Highland,U.S. Senate,,D,Sherrod Brown,4152
Highland,U.S. Senate,,L,Don Kissick,692
Highland,U.S. Senate,,R,Bernie Moreno,14884
Hocking,Judge of the Court of Appeals (Term Commencing 02/09/2025),4,R,Jason P. Smith,9390
Hocking,Judge of the Court of Appeals (Term Commencing 02/10/2025),4,R,Mike Hess,9283
Hocking,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,3771
Hocking,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,9028
Hocking,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,3830
Hocking,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,8884
Hocking,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,3833
Hocking,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,8939
Hocking,President/Vice President,,,Peter Sonski and Lauren Onak,15
Hocking,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,35
Hocking,President/Vice President,,D,Kamala D. Harris and Tim Walz,3704
Hocking,President/Vice President,,L,Chase Oliver and Mike ter Maat,56
Hocking,President/Vice President,,R,Donald J. Trump and JD Vance,9679
Hocking,U.S. House,2,D,Samantha Meadows,3711
Hocking,U.S. House,2,R,David J. Taylor,9071
Hocking,U.S. Senate,,D,Sherrod Brown,4125
Hocking,U.S. Senate,,L,Don Kissick,572
Hocking,U.S. Senate,,R,Bernie Moreno,8599
Holmes,Judge of the Court of Appeals (Term Commencing 02/09/2025),5,R,Robert G. Montgomery,9268
Holmes,Judge of the Court of Appeals (Term Commencing 02/10/2025),5,R,Kevin W. Popham,8856
Holmes,Judge of the Court of Appeals (Term Commencing 02/11/2025),5,R,David Gormley,8770
Holmes,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,1797
Holmes,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,9889
Holmes,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,1895
Holmes,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,9630
Holmes,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,1802
Holmes,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,9698
Holmes,President/Vice President,,,Peter Sonski and Lauren Onak,16
Holmes,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,23
Holmes,President/Vice President,,D,Kamala D. Harris and Tim Walz,1854
Holmes,President/Vice President,,L,Chase Oliver and Mike ter Maat,58
Holmes,President/Vice President,,R,Donald J. Trump and JD Vance,10384
Holmes,U.S. House,12,D,Jerrad Christian,1284
Holmes,U.S. House,12,R,Troy Balderson,7749
Holmes,U.S. House,7,,Dennis J. Kucinich,113
Holmes,U.S. House,7,D,Matt Diemer,370
Holmes,U.S. House,7,R,Max Miller,2154
Holmes,U.S. Senate,,D,Sherrod Brown,2117
Holmes,U.S. Senate,,L,Don Kissick,380
Holmes,U.S. Senate,,R,Bernie Moreno,9699
Huron,Judge of the Court of Appeals (Term Commencing 02/09/2025),6,R,Gene A. Zmuda,19938
Huron,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,7432
Huron,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,18562
Huron,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,7690
Huron,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,18134
Huron,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,7742
Huron,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,18172
Huron,President/Vice President,,,Peter Sonski and Lauren Onak,46
Huron,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,61
Huron,President/Vice President,,D,Kamala D. Harris and Tim Walz,7496
Huron,President/Vice President,,L,Chase Oliver and Mike ter Maat,125
Huron,President/Vice President,,R,Donald J. Trump and JD Vance,19484
Huron,U.S. House,5,D,Keith Mundy,6884
Huron,U.S. House,5,R,Bob Latta,19135
Huron,U.S. Senate,,D,Sherrod Brown,8452
Huron,U.S. Senate,,L,Don Kissick,1288
Huron,U.S. Senate,,R,Bernie Moreno,17090
Jackson,Judge of the Court of Appeals (Term Commencing 02/09/2025),4,R,Jason P. Smith,10697
Jackson,Judge of the Court of Appeals (Term Commencing 02/10/2025),4,R,Mike Hess,10615
Jackson,Justice of the Supreme Court (Term Commencing 01/01/2025),,D,Michael P. Donnelly,3047
Jackson,Justice of the Supreme Court (Term Commencing 01/01/2025),,R,Megan E. Shanahan,10572
Jackson,Justice of the Supreme Court (Term Commencing 01/02/2025),,D,Melody J. Stewart,3212
Jackson,Justice of the Supreme Court (Term Commencing 01/02/2025),,R,Joseph T. Deters,10322
Jackson,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,D,Lisa Forbes,3044
Jackson,Justice of the Supreme Court (Unexpired Term Ending 12/31/2026),,R,Daniel R. Hawkins,10589
Jackson,President/Vice President,,,Peter Sonski and Lauren Onak,6
Jackson,President/Vice President,,,Richard Duncan and Mitchell Preston Bupp,40
Jackson,President/Vice President,,D,Kamala D. Harris and Tim Walz,2953
Jackson,President/Vice President,,L,Chase Oliver and Mike ter Maat,37
Jackson,President/Vice President,,R,Donald J. Trump and JD Vance,11249
Jackson,U.S. House,2,D,Samantha Meadows,2994
