district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
81,112271,7841,104419,101365,540,71,320,41,210,1031,537,278,20,628,598,1590,86167,5189,80967,78943,412,75,207,30,85,575,395,213,17,486,420,1015
82,112743,7945,104809,101544,986,107,297,57,212,695,641,271,5,753,568,1687,86321,5040,81292,78994,783,97,269,13,163,400,449,131,8,555,400,1180
83,120281,5159,115116,109585,1833,43,995,41,189,1089,645,632,70,759,1629,2996,93501,3144,90351,86577,1244,40,798,42,102,632,470,371,78,589,1171,1954
84,112585,2259,110296,107558,714,19,237,13,283,693,497,245,51,566,480,1457,84972,1365,83593,81687,540,5,151,4,234,448,332,158,40,377,308,1029
85,115413,2062,113357,106662,2407,130,385,8,453,1826,652,774,54,835,1157,4283,88286,1339,86953,82596,1744,89,361,0,298,769,568,470,55,711,829,2568
86,115250,3257,111997,100176,4668,115,2346,8,310,2326,1342,518,199,1653,2865,7192,88855,2063,86796,78088,4150,88,1540,1,120,1254,1124,224,204,1415,1764,5609
87,112489,2099,110386,107388,533,38,320,9,115,1281,579,106,6,626,425,1821,87747,1367,86376,84503,388,48,255,7,126,525,439,79,9,497,334,921
88,112654,9177,103477,96990,2973,159,189,35,167,2022,480,429,33,672,618,5028,88218,6056,82162,77983,2163,136,162,21,128,854,377,302,36,549,464,3053
89,111799,5599,106225,95840,6926,110,326,30,176,2094,526,127,93,731,452,9124,89283,3780,85537,78460,5150,102,276,22,149,808,489,37,36,635,313,6010
90,113597,1521,112078,106791,1842,147,361,32,224,1216,1269,186,15,1431,547,3072,87930,784,87144,83160,1705,104,329,34,150,501,1065,77,23,1192,406,2229
91,113165,1304,111855,106761,1642,88,228,164,271,1435,897,346,19,1002,562,3123,86235,792,85430,82020,1326,69,206,63,155,690,750,163,17,835,361,2035
92,115647,1288,114370,106286,4164,128,592,26,477,1390,990,250,83,1204,854,5605,91528,870,90672,84592,3730,118,482,42,238,482,822,93,58,1003,583,4273
93,118178,1243,116935,111872,1931,175,437,27,154,1280,836,155,68,1079,592,3279,91271,822,90449,87042,1522,108,287,23,86,566,702,37,76,886,324,2164
94,110981,1765,109206,102816,1995,47,555,4,300,1363,1057,980,38,1143,1621,3397,91584,1318,90256,85215,1802,45,437,5,201,789,912,796,34,990,1266,2625
95,112840,1554,111310,106032,2452,113,350,4,289,1140,601,380,10,722,644,3599,90357,1069,89318,85139,2297,116,279,9,273,574,458,171,19,597,417,2886
96,111551,1400,110148,101847,4233,53,468,13,140,2507,631,234,22,704,702,6766,90157,916,89238,83369,3184,79,368,13,92,1450,476,199,7,561,567,4645
97,114031,1276,112744,104699,3375,56,384,23,219,2842,760,367,9,828,751,6224,88178,696,87465,82329,2575,47,252,24,165,1291,591,190,5,641,442,3871
98,123226,1783,121452,118252,719,73,388,20,145,770,907,154,26,1004,539,1523,91225,1255,89968,87754,581,81,246,16,96,365,642,152,17,742,395,961
99,123099,4652,118428,110787,3851,38,602,27,648,1426,746,342,29,811,939,5297,98702,2993,95695,90245,3073,21,442,8,484,632,551,230,36,611,673,3731
