district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
1,District 1,91212,55.65,33.98,4.03,0.19,1.62,0.02,0.51
2,District 2,85737,40.34,49.63,3.76,0.03,2.88,0.06,0.41
3,District 3,84849,52.21,36.19,4.44,0.04,2.82,0.03,0.31
4,District 4,83146,77.01,12.52,2.28,0.02,4.63,0.08,0.4
5,District 5,83515,70.05,21.01,2.85,0.05,2.34,0.03,0.69
6,District 6,77806,70.44,14.66,6.88,0.07,3.88,0.14,0.4
7,District 7,92233,82.04,4.48,4.36,0.03,5.8,0.06,0.17
8,District 8,87668,78.56,10.6,3.99,0.08,4.35,0.03,0.35
9,District 9,79202,56.01,31.64,3.81,0.11,5.04,0.01,0.82
10,District 10,87212,73.2,17.74,3.57,0.07,1.51,0.04,0.59
11,District 11,85989,80.9,5.08,3.5,0.05,7.96,0.02,0.28
12,District 12,89911,90.11,3.97,2.02,0.16,0.98,0.02,0.3
13,District 13,95173,70.73,11.64,12.78,0.05,1.98,0.07,0.37
14,District 14,97070,79.84,7.7,7.75,0.16,2.59,0.01,0.26
15,District 15,96371,75.83,7.53,11.9,0.03,2.63,0.01,0.17
16,District 16,93917,88.92,3.09,3.96,0.03,2.2,0.02,0.13
17,District 17,96653,87.26,3.49,4.36,0.09,3.26,0.02,0.1
18,District 18,90900,20.28,73.9,2.5,0.09,0.42,0.0,0.36
19,District 19,93836,67.87,22.47,2.96,0.06,4.06,0.04,0.2
20,District 20,93351,33.9,52.17,7.53,0.08,2.73,0.01,0.37
21,District 21,96241,46.99,47.18,1.75,0.07,1.57,0.01,0.53
22,District 22,91835,41.33,51.62,2.35,0.05,2.58,0.04,0.68
23,District 23,101187,83.82,11.32,1.92,0.06,0.98,0.01,0.34
24,District 24,92687,57.83,32.67,3.23,0.03,1.62,0.03,0.34
25,District 25,84889,58.93,32.29,3.29,0.14,1.41,0.08,0.5
26,District 26,91210,57.77,35.43,2.08,0.22,1.43,0.01,0.33
27,District 27,90502,76.04,14.17,3.43,0.12,3.28,0.19,0.33
28,District 28,87366,72.02,18.19,3.03,0.12,3.14,0.1,0.26
29,District 29,83794,71.24,21.91,1.28,0.19,1.32,0.09,0.21
30,District 30,84656,88.52,6.7,0.89,0.26,0.62,0.01,0.22
31,District 31,92986,83.91,9.05,1.4,0.12,3.65,0.05,0.05
32,District 32,93769,83.83,10.0,1.67,0.08,1.03,0.01,0.25
33,District 33,91572,55.12,32.94,2.75,0.07,3.65,0.03,0.5
34,District 34,92190,88.98,4.85,1.55,0.04,2.63,0.0,0.14
35,District 35,98731,93.13,2.07,1.75,0.05,1.51,0.0,0.16
36,District 36,85704,81.89,10.77,3.26,0.03,0.89,0.02,0.29
37,District 37,90650,86.0,5.8,2.86,0.03,2.83,0.03,0.49
38,District 38,91939,56.54,35.76,3.29,0.03,1.17,0.02,0.77
39,District 39,95421,64.01,29.59,1.66,0.04,0.89,0.02,0.39
40,District 40,90002,89.56,5.27,2.07,0.02,0.99,0.01,0.2
41,District 41,86115,86.67,4.3,5.1,0.03,1.99,0.01,0.21
42,District 42,90650,78.88,10.74,6.83,0.08,1.09,0.12,0.24
43,District 43,85446,70.23,21.65,4.72,0.02,0.97,0.02,0.26
44,District 44,84043,54.57,32.63,8.1,0.05,1.06,0.01,0.43
45,District 45,87569,77.71,9.65,3.94,0.05,5.56,0.04,0.45
46,District 46,89487,83.03,7.94,3.49,0.03,1.97,0.05,0.16
47,District 47,92617,83.0,7.24,4.08,0.06,2.44,0.04,0.35
48,District 48,96428,92.44,3.18,1.75,0.08,0.45,0.0,0.23
49,District 49,86254,75.92,15.53,2.89,0.05,1.25,0.06,0.45
50,District 50,91222,92.38,3.21,2.05,0.12,0.36,0.0,0.14
51,District 51,85843,96.17,0.69,1.54,0.08,0.27,0.0,0.15
52,District 52,90724,82.16,6.87,6.73,0.06,1.3,0.0,0.23
53,District 53,95921,73.25,8.84,14.86,0.11,0.65,0.0,0.13
54,District 54,96467,90.58,2.69,3.96,0.08,0.48,0.02,0.22
55,District 55,92905,92.17,1.77,2.41,0.05,1.9,0.01,0.1
56,District 56,88089,84.29,5.2,2.5,0.09,5.79,0.0,0.25
57,District 57,95684,90.3,2.58,4.7,0.05,0.98,0.04,0.07
58,District 58,94686,87.08,5.52,4.82,0.03,0.75,0.03,0.32
59,District 59,95063,73.02,18.48,5.51,0.07,0.32,0.02,0.4
60,District 60,85186,87.7,2.98,3.14,0.04,3.92,0.02,0.23
61,District 61,91313,87.11,4.78,1.82,0.06,4.6,0.01,0.12
62,District 62,96879,93.26,1.6,2.17,0.03,1.24,0.0,0.13
63,District 63,88640,95.46,1.16,1.19,0.02,0.51,0.02,0.32
64,District 64,98997,83.31,11.01,2.35,0.07,0.51,0.07,0.21
65,District 65,87119,95.97,1.49,1.06,0.06,0.17,0.03,0.11
66,District 66,90410,94.98,0.96,1.79,0.03,0.58,0.08,0.08
67,District 67,92501,94.14,1.2,2.11,0.08,0.64,0.06,0.26
68,District 68,89539,90.62,2.89,2.21,0.0,1.99,0.05,0.14
69,District 69,93012,90.35,4.15,1.27,0.05,2.16,0.13,0.08
70,District 70,89663,85.19,5.05,3.17,0.03,2.84,0.05,0.56
71,District 71,89585,90.56,5.15,1.33,0.08,0.47,0.01,0.37
72,District 72,97982,88.99,5.81,1.87,0.13,1.37,0.0,0.18
73,District 73,94561,82.25,10.18,2.26,0.08,2.82,0.05,0.26
74,District 74,87015,85.23,8.6,2.8,0.07,0.5,0.07,0.2
75,District 75,90009,89.51,2.27,4.74,0.14,1.19,0.13,0.17
76,District 76,97277,85.99,8.09,1.82,0.09,0.69,0.17,0.36
77,District 77,87060,94.81,1.14,1.8,0.09,0.65,0.0,0.43
78,District 78,85117,84.54,8.21,2.6,0.33,0.75,0.02,0.45
79,District 79,89547,94.55,1.99,1.35,0.06,0.23,0.03,0.37
80,District 80,95576,93.55,1.77,1.45,0.02,1.16,0.0,0.17
81,District 81,86167,91.62,0.48,6.02,0.09,0.24,0.03,0.1
82,District 82,86321,91.51,0.91,5.84,0.11,0.31,0.02,0.19
83,District 83,93501,92.59,1.33,3.36,0.04,0.85,0.04,0.11
84,District 84,84972,96.13,0.64,1.61,0.01,0.18,0.0,0.28
85,District 85,88286,93.56,1.98,1.52,0.1,0.41,0.0,0.34
86,District 86,88855,87.88,4.67,2.32,0.1,1.73,0.0,0.14
87,District 87,87747,96.3,0.44,1.56,0.05,0.29,0.01,0.14
88,District 88,88218,88.4,2.45,6.86,0.15,0.18,0.02,0.15
89,District 89,89283,87.88,5.77,4.23,0.11,0.31,0.02,0.17
90,District 90,87930,94.58,1.94,0.89,0.12,0.37,0.04,0.17
91,District 91,86235,95.11,1.54,0.92,0.08,0.24,0.07,0.18
92,District 92,91528,92.42,4.08,0.95,0.13,0.53,0.05,0.26
93,District 93,91271,95.37,1.67,0.9,0.12,0.31,0.03,0.09
94,District 94,91584,93.05,1.97,1.44,0.05,0.48,0.01,0.22
95,District 95,90357,94.23,2.54,1.18,0.13,0.31,0.01,0.3
96,District 96,90157,92.47,3.53,1.02,0.09,0.41,0.01,0.1
97,District 97,88178,93.37,2.92,0.79,0.05,0.29,0.03,0.19
98,District 98,91225,96.2,0.64,1.38,0.09,0.27,0.02,0.11
99,District 99,98702,91.43,3.11,3.03,0.02,0.45,0.01,0.49
