county,office,district,party,candidate,votes
Mahoning,President/Vice President,,L,Harry Browne,183
Mahoning,President/Vice President,,N,John Hagelin,75
Mahoning,President/Vice President,,R,George Bush,40460
Mahoning,U.S. Senate,,,Patrick Flower,3
Mahoning,U.S. Senate,,D,Ted Celeste,55064
Mahoning,U.S. Senate,,L,John Mcalister,2222
Mahoning,U.S. Senate,,N,John Eastman,1675
Mahoning,U.S. Senate,,R,Mike Dewine,50568
Marion,President/Vice President,,,Howard Phillips,18
Marion,President/Vice President,,,Pat Buchanan,142
Marion,President/Vice President,,,Ralph Nader,588
Marion,President/Vice President,,D,Al Gore,10370
Marion,President/Vice President,,L,Harry Browne,46
Marion,President/Vice President,,N,John Hagelin,34
Marion,President/Vice President,,R,George Bush,13617
Marion,U.S. Senate,,D,Ted Celeste,7675
Marion,U.S. Senate,,L,John Mcalister,670
Marion,U.S. Senate,,N,John Eastman,540
Marion,U.S. Senate,,R,Mike Dewine,15554
Medina,President/Vice President,,,Howard Phillips,60
Medina,President/Vice President,,,Pat Buchanan,532
Medina,President/Vice President,,,Ralph Nader,1960
Medina,President/Vice President,,D,Al Gore,26635
Medina,President/Vice President,,L,Harry Browne,198
Medina,President/Vice President,,N,John Hagelin,149
Medina,President/Vice President,,R,George Bush,37349
Medina,U.S. Senate,,D,Ted Celeste,17145
Medina,U.S. Senate,,L,John Mcalister,1576
Medina,U.S. Senate,,N,John Eastman,1010
Medina,U.S. Senate,,R,Mike Dewine,44629
Meigs,President/Vice President,,,Howard Phillips,11
Meigs,President/Vice President,,,Pat Buchanan,76
Meigs,President/Vice President,,,Ralph Nader,226
Meigs,President/Vice President,,D,Al Gore,3674
Meigs,President/Vice President,,L,Harry Browne,33
Meigs,President/Vice President,,N,John Hagelin,25
Meigs,President/Vice President,,R,George Bush,5750
Meigs,U.S. Senate,,D,Ted Celeste,2860
Meigs,U.S. Senate,,L,John Mcalister,276
Meigs,U.S. Senate,,N,John Eastman,236
Meigs,U.S. Senate,,R,Mike Dewine,5881
Mercer,President/Vice President,,,Howard Phillips,13
Mercer,President/Vice President,,,Pat Buchanan,125
Mercer,President/Vice President,,,Ralph Nader,392
Mercer,President/Vice President,,D,Al Gore,5212
Mercer,President/Vice President,,L,Harry Browne,43
Mercer,President/Vice President,,N,John Hagelin,24
Mercer,President/Vice President,,R,George Bush,12485
Mercer,U.S. Senate,,D,Ted Celeste,4259
Mercer,U.S. Senate,,L,John Mcalister,293
Mercer,U.S. Senate,,N,John Eastman,207
Mercer,U.S. Senate,,R,Mike Dewine,13239
Miami,President/Vice President,,,Howard Phillips,15
Miami,President/Vice President,,,Pat Buchanan,116
Miami,President/Vice President,,,Ralph Nader,879
Miami,President/Vice President,,D,Al Gore,15584
Miami,President/Vice President,,L,Harry Browne,173
Miami,President/Vice President,,N,John Hagelin,37
Miami,President/Vice President,,R,George Bush,26037
Miami,U.S. Senate,,D,Ted Celeste,9494
Miami,U.S. Senate,,L,John Mcalister,1297
Miami,U.S. Senate,,N,John Eastman,600
Miami,U.S. Senate,,R,Mike Dewine,30394
Monroe,President/Vice President,,,Howard Phillips,13
Monroe,President/Vice President,,,Pat Buchanan,160
Monroe,President/Vice President,,,Ralph Nader,149
Monroe,President/Vice President,,D,Al Gore,3605
Monroe,President/Vice President,,L,Harry Browne,28
Monroe,President/Vice President,,N,John Hagelin,15
Monroe,President/Vice President,,R,George Bush,3145
Monroe,U.S. Senate,,D,Ted Celeste,3241
Monroe,U.S. Senate,,L,John Mcalister,164
Monroe,U.S. Senate,,N,John Eastman,99
Monroe,U.S. Senate,,R,Mike Dewine,3217
Montgomery,President/Vice President,,,Howard Phillips,191
Montgomery,President/Vice President,,,Pat Buchanan,594
Montgomery,President/Vice President,,,Ralph Nader,4690
Montgomery,President/Vice President,,D,Al Gore,114597
Montgomery,President/Vice President,,L,Harry Browne,827
Montgomery,President/Vice President,,N,John Hagelin,296
Montgomery,President/Vice President,,R,George Bush,109792
Montgomery,U.S. Senate,,,Michael Fitzsimmons,1
Montgomery,U.S. Senate,,D,Ted Celeste,69676
Montgomery,U.S. Senate,,L,John Mcalister,4612
Montgomery,U.S. Senate,,N,John Eastman,2865
Montgomery,U.S. Senate,,R,Mike Dewine,126983
Morgan,President/Vice President,,,Howard Phillips,12
Morgan,President/Vice President,,,Pat Buchanan,72
Morgan,President/Vice President,,,Ralph Nader,177
Morgan,President/Vice President,,D,Al Gore,2261
Morgan,President/Vice President,,L,Harry Browne,11
Morgan,President/Vice President,,N,John Hagelin,9
Morgan,President/Vice President,,R,George Bush,3451
Morgan,U.S. Senate,,D,Ted Celeste,1730
Morgan,U.S. Senate,,L,John Mcalister,181
Morgan,U.S. Senate,,N,John Eastman,90
Morgan,U.S. Senate,,R,Mike Dewine,3786
Morrow,President/Vice President,,,Howard Phillips,12
Morrow,President/Vice President,,,Pat Buchanan,97
Morrow,President/Vice President,,,Ralph Nader,305
Morrow,President/Vice President,,D,Al Gore,4529
Morrow,President/Vice President,,L,Harry Browne,33
Morrow,President/Vice President,,N,John Hagelin,21
Morrow,President/Vice President,,R,George Bush,7842
Morrow,U.S. Senate,,D,Ted Celeste,3646
Morrow,U.S. Senate,,L,John Mcalister,533
Morrow,U.S. Senate,,N,John Eastman,266
Morrow,U.S. Senate,,R,Mike Dewine,8065
Muskingum,President/Vice President,,,Howard Phillips,38
Muskingum,President/Vice President,,,Pat Buchanan,176
Muskingum,President/Vice President,,,Ralph Nader,882
Muskingum,President/Vice President,,D,Al Gore,13415
Muskingum,President/Vice President,,L,Harry Browne,79
Muskingum,President/Vice President,,N,John Hagelin,39
Muskingum,President/Vice President,,R,George Bush,17995
Muskingum,U.S. Senate,,D,Ted Celeste,10441
Muskingum,U.S. Senate,,L,John Mcalister,898
Muskingum,U.S. Senate,,N,John Eastman,467
Muskingum,U.S. Senate,,R,Mike Dewine,19930
Noble,President/Vice President,,,Howard Phillips,9
Noble,President/Vice President,,,Pat Buchanan,75
Noble,President/Vice President,,,Ralph Nader,154
Noble,President/Vice President,,D,Al Gore,2296
Noble,President/Vice President,,L,Harry Browne,13
Noble,President/Vice President,,N,John Hagelin,6
Noble,President/Vice President,,R,George Bush,3435
Noble,U.S. Senate,,D,Ted Celeste,1857
Noble,U.S. Senate,,L,John Mcalister,154
Noble,U.S. Senate,,N,John Eastman,89
Noble,U.S. Senate,,R,Mike Dewine,3604
Ottawa,President/Vice President,,,Howard Phillips,5
Ottawa,President/Vice President,,,Pat Buchanan,71
Ottawa,President/Vice President,,,Ralph Nader,432
Ottawa,President/Vice President,,D,Al Gore,9485
Ottawa,President/Vice President,,L,Harry Browne,41
Ottawa,President/Vice President,,N,John Hagelin,17
Ottawa,President/Vice President,,R,George Bush,9917
Ottawa,U.S. Senate,,D,Ted Celeste,7336
Ottawa,U.S. Senate,,L,John Mcalister,381
Ottawa,U.S. Senate,,N,John Eastman,219
Ottawa,U.S. Senate,,R,Mike Dewine,11641
Paulding,President/Vice President,,,Howard Phillips,11
Paulding,President/Vice President,,,Pat Buchanan,62
Paulding,President/Vice President,,,Ralph Nader,242
Paulding,President/Vice President,,D,Al Gore,3384
Paulding,President/Vice President,,L,Harry Browne,25
Paulding,President/Vice President,,N,John Hagelin,12
Paulding,President/Vice President,,R,George Bush,5210
Paulding,U.S. Senate,,D,Ted Celeste,2973
Paulding,U.S. Senate,,L,John Mcalister,288
Paulding,U.S. Senate,,N,John Eastman,196
Paulding,U.S. Senate,,R,Mike Dewine,5175
Perry,President/Vice President,,,Howard Phillips,17
Perry,President/Vice President,,,Pat Buchanan,97
Perry,President/Vice President,,,Ralph Nader,334
Perry,President/Vice President,,D,Al Gore,5895
Perry,President/Vice President,,L,Harry Browne,28
Perry,President/Vice President,,N,John Hagelin,17
Perry,President/Vice President,,R,George Bush,6440
Perry,U.S. Senate,,D,Ted Celeste,4676
Perry,U.S. Senate,,L,John Mcalister,325
Perry,U.S. Senate,,N,John Eastman,263
Perry,U.S. Senate,,R,Mike Dewine,7177
Pickaway,President/Vice President,,,Howard Phillips,13
Pickaway,President/Vice President,,,Pat Buchanan,68
Pickaway,President/Vice President,,,Ralph Nader,276
Pickaway,President/Vice President,,D,Al Gore,6598
Pickaway,President/Vice President,,L,Harry Browne,45
Pickaway,President/Vice President,,N,John Hagelin,23
Pickaway,President/Vice President,,R,George Bush,10717
Pickaway,U.S. Senate,,D,Ted Celeste,4589
Pickaway,U.S. Senate,,L,John Mcalister,507
Pickaway,U.S. Senate,,N,John Eastman,250
Pickaway,U.S. Senate,,R,Mike Dewine,11694
Pike,President/Vice President,,,Howard Phillips,8
Pike,President/Vice President,,,Pat Buchanan,66
Pike,President/Vice President,,,Ralph Nader,176
Pike,President/Vice President,,D,Al Gore,4923
Pike,President/Vice President,,L,Harry Browne,31
Pike,President/Vice President,,N,John Hagelin,23
Pike,President/Vice President,,R,George Bush,5333
Pike,U.S. Senate,,D,Ted Celeste,4513
Pike,U.S. Senate,,L,John Mcalister,241
Pike,U.S. Senate,,N,John Eastman,131
Pike,U.S. Senate,,R,Mike Dewine,5353
Portage,President/Vice President,,,Howard Phillips,60
Portage,President/Vice President,,,Pat Buchanan,446
Portage,President/Vice President,,,Ralph Nader,2340
Portage,President/Vice President,,D,Al Gore,31446
Portage,President/Vice President,,L,Harry Browne,216
Portage,President/Vice President,,N,John Hagelin,120
Portage,President/Vice President,,R,George Bush,28271
Portage,U.S. Senate,,,Patrick Flower,1
Portage,U.S. Senate,,D,Ted Celeste,23218
Portage,U.S. Senate,,L,John Mcalister,1937
Portage,U.S. Senate,,N,John Eastman,1369
Portage,U.S. Senate,,R,Mike Dewine,34078
Preble,President/Vice President,,,Howard Phillips,7
Preble,President/Vice President,,,Pat Buchanan,82
Preble,President/Vice President,,,Ralph Nader,404
Preble,President/Vice President,,D,Al Gore,6375
Preble,President/Vice President,,L,Harry Browne,95
Preble,President/Vice President,,N,John Hagelin,27
Preble,President/Vice President,,R,George Bush,11176
Preble,U.S. Senate,,D,Ted Celeste,4424
Preble,U.S. Senate,,L,John Mcalister,589
Preble,U.S. Senate,,N,John Eastman,291
Preble,U.S. Senate,,R,Mike Dewine,12378
Putnam,President/Vice President,,,Howard Phillips,6
Putnam,President/Vice President,,,Pat Buchanan,124
Putnam,President/Vice President,,,Ralph Nader,254
Putnam,President/Vice President,,D,Al Gore,4063
Putnam,President/Vice President,,L,Harry Browne,45
Putnam,President/Vice President,,N,John Hagelin,15
Putnam,President/Vice President,,R,George Bush,12837
Putnam,U.S. Senate,,D,Ted Celeste,3616
Putnam,U.S. Senate,,L,John Mcalister,310
Putnam,U.S. Senate,,N,John Eastman,230
Putnam,U.S. Senate,,R,Mike Dewine,12714
Richland,President/Vice President,,,Howard Phillips,57
Richland,President/Vice President,,,Pat Buchanan,533
Richland,President/Vice President,,,Ralph Nader,1306
Richland,President/Vice President,,D,Al Gore,20572
Richland,President/Vice President,,L,Harry Browne,120
Richland,President/Vice President,,N,John Hagelin,53
Richland,President/Vice President,,R,George Bush,30138
Richland,U.S. Senate,,D,Ted Celeste,16334
Richland,U.S. Senate,,L,John Mcalister,1131
Richland,U.S. Senate,,N,John Eastman,765
Richland,U.S. Senate,,R,Mike Dewine,33237
Ross,President/Vice President,,,Howard Phillips,15
Ross,President/Vice President,,,Pat Buchanan,122
Ross,President/Vice President,,,Ralph Nader,421
Ross,President/Vice President,,D,Al Gore,11662
Ross,President/Vice President,,L,Harry Browne,60
Ross,President/Vice President,,N,John Hagelin,30
Ross,President/Vice President,,R,George Bush,13706
Ross,U.S. Senate,,D,Ted Celeste,9140
Ross,U.S. Senate,,L,John Mcalister,576
Ross,U.S. Senate,,N,John Eastman,271
Ross,U.S. Senate,,R,Mike Dewine,15062
Sandusky,President/Vice President,,,Howard Phillips,30
Sandusky,President/Vice President,,,Pat Buchanan,157
Sandusky,President/Vice President,,,Ralph Nader,587
Sandusky,President/Vice President,,D,Al Gore,11146
Sandusky,President/Vice President,,L,Harry Browne,86
Sandusky,President/Vice President,,N,John Hagelin,39
Sandusky,President/Vice President,,R,George Bush,13699
Sandusky,U.S. Senate,,D,Ted Celeste,8084
Sandusky,U.S. Senate,,L,John Mcalister,575
Sandusky,U.S. Senate,,N,John Eastman,409
Sandusky,U.S. Senate,,R,Mike Dewine,16053
Scioto,President/Vice President,,,Howard Phillips,53
Scioto,President/Vice President,,,Pat Buchanan,159
Scioto,President/Vice President,,,Ralph Nader,590
Scioto,President/Vice President,,D,Al Gore,13997
Scioto,President/Vice President,,L,Harry Browne,85
Scioto,President/Vice President,,N,John Hagelin,39
Scioto,President/Vice President,,R,George Bush,15022
Scioto,U.S. Senate,,D,Ted Celeste,11906
Scioto,U.S. Senate,,L,John Mcalister,759
Scioto,U.S. Senate,,N,John Eastman,375
Scioto,U.S. Senate,,R,Mike Dewine,15814
Seneca,President/Vice President,,,Howard Phillips,19
Seneca,President/Vice President,,,Pat Buchanan,183
Seneca,President/Vice President,,,Ralph Nader,666
Seneca,President/Vice President,,D,Al Gore,9512
Seneca,President/Vice President,,L,Harry Browne,55
Seneca,President/Vice President,,N,John Hagelin,53
Seneca,President/Vice President,,R,George Bush,13863
Seneca,U.S. Senate,,,Michael Fitzsimmons,1
Seneca,U.S. Senate,,D,Ted Celeste,6732
Seneca,U.S. Senate,,L,John Mcalister,549
Seneca,U.S. Senate,,N,John Eastman,482
Seneca,U.S. Senate,,R,Mike Dewine,16045
Shelby,President/Vice President,,,Howard Phillips,17
Shelby,President/Vice President,,,Pat Buchanan,115
Shelby,President/Vice President,,,Ralph Nader,392
Shelby,President/Vice President,,D,Al Gore,6593
Shelby,President/Vice President,,L,Harry Browne,50
Shelby,President/Vice President,,N,John Hagelin,27
Shelby,President/Vice President,,R,George Bush,12476
Shelby,U.S. Senate,,D,Ted Celeste,4586
Shelby,U.S. Senate,,L,John Mcalister,537
Shelby,U.S. Senate,,N,John Eastman,353
Shelby,U.S. Senate,,R,Mike Dewine,13630
Stark,President/Vice President,,,Howard Phillips,201
Stark,President/Vice President,,,Pat Buchanan,1499
Stark,President/Vice President,,,Ralph Nader,4032
Stark,President/Vice President,,D,Al Gore,75308
Stark,President/Vice President,,L,Harry Browne,425
Stark,President/Vice President,,N,John Hagelin,226
Stark,President/Vice President,,R,George Bush,78153
Stark,U.S. Senate,,D,Ted Celeste,54351
Stark,U.S. Senate,,L,John Mcalister,3789
Stark,U.S. Senate,,N,John Eastman,2374
Stark,U.S. Senate,,R,Mike Dewine,95570
Summit,President/Vice President,,,Howard Phillips,150
Summit,President/Vice President,,,James Harris,1
Summit,President/Vice President,,,Pat Buchanan,1363
Summit,President/Vice President,,,Ralph Nader,5955
Summit,President/Vice President,,D,Al Gore,119759
Summit,President/Vice President,,L,Harry Browne,626
Summit,President/Vice President,,N,John Hagelin,264
Summit,President/Vice President,,R,George Bush,96721
Summit,U.S. Senate,,D,Ted Celeste,87933
Summit,U.S. Senate,,L,John Mcalister,5208
Summit,U.S. Senate,,N,John Eastman,3198
Summit,U.S. Senate,,R,Mike Dewine,122148
Trumbull,President/Vice President,,,Howard Phillips,54
Trumbull,President/Vice President,,,Pat Buchanan,844
Trumbull,President/Vice President,,,Ralph Nader,2749
Trumbull,President/Vice President,,D,Al Gore,57643
Trumbull,President/Vice President,,L,Harry Browne,200
Trumbull,President/Vice President,,N,John Hagelin,95
Trumbull,President/Vice President,,R,George Bush,34654
Trumbull,U.S. Senate,,D,Ted Celeste,41444
Trumbull,U.S. Senate,,L,John Mcalister,2064
Trumbull,U.S. Senate,,N,John Eastman,1462
Trumbull,U.S. Senate,,R,Mike Dewine,39137
Tuscarawas,President/Vice President,,,Howard Phillips,34
Tuscarawas,President/Vice President,,,Pat Buchanan,420
Tuscarawas,President/Vice President,,,Ralph Nader,1061
Tuscarawas,President/Vice President,,D,Al Gore,15879
Tuscarawas,President/Vice President,,L,Harry Browne,95
Tuscarawas,President/Vice President,,N,John Hagelin,80
Tuscarawas,President/Vice President,,R,George Bush,19549
Tuscarawas,U.S. Senate,,D,Ted Celeste,13124
Tuscarawas,U.S. Senate,,L,John Mcalister,861
Tuscarawas,U.S. Senate,,N,John Eastman,557
Tuscarawas,U.S. Senate,,R,Mike Dewine,21076
Union,President/Vice President,,,Howard Phillips,21
Union,President/Vice President,,,Pat Buchanan,64
Union,President/Vice President,,,Ralph Nader,336
Union,President/Vice President,,D,Al Gore,5040
Union,President/Vice President,,L,Harry Browne,50
Union,President/Vice President,,N,John Hagelin,11
Union,President/Vice President,,R,George Bush,11502
Union,U.S. Senate,,,Patrick Flower,1
Union,U.S. Senate,,D,Ted Celeste,5127
Union,U.S. Senate,,L,John Mcalister,1307
Union,U.S. Senate,,N,John Eastman,540
Union,U.S. Senate,,R,Mike Dewine,9453
Van Wert,President/Vice President,,,Howard Phillips,3
Van Wert,President/Vice President,,,Pat Buchanan,62
Van Wert,President/Vice President,,,Ralph Nader,216
Van Wert,President/Vice President,,D,Al Gore,4209
Van Wert,President/Vice President,,L,Harry Browne,39
Van Wert,President/Vice President,,N,John Hagelin,11
Van Wert,President/Vice President,,R,George Bush,8679
Van Wert,U.S. Senate,,D,Ted Celeste,3416
Van Wert,U.S. Senate,,L,John Mcalister,327
Van Wert,U.S. Senate,,N,John Eastman,192
Van Wert,U.S. Senate,,R,Mike Dewine,8954
Vinton,President/Vice President,,,Howard Phillips,9
Vinton,President/Vice President,,,Pat Buchanan,42
Vinton,President/Vice President,,,Ralph Nader,110
Vinton,President/Vice President,,D,Al Gore,2037
Vinton,President/Vice President,,L,Harry Browne,13
Vinton,President/Vice President,,N,John Hagelin,15
Vinton,President/Vice President,,R,George Bush,2720
Vinton,U.S. Senate,,D,Ted Celeste,1737
Vinton,U.S. Senate,,L,John Mcalister,130
Vinton,U.S. Senate,,N,John Eastman,82
Vinton,U.S. Senate,,R,Mike Dewine,2764
Warren,President/Vice President,,,Howard Phillips,37
Warren,President/Vice President,,,Pat Buchanan,207
Warren,President/Vice President,,,Ralph Nader,1067
Warren,President/Vice President,,D,Al Gore,19142
Warren,President/Vice President,,L,Harry Browne,248
Warren,President/Vice President,,N,John Hagelin,59
Warren,President/Vice President,,R,George Bush,48318
Warren,U.S. Senate,,D,Ted Celeste,13546
Warren,U.S. Senate,,L,John Mcalister,1776
Warren,U.S. Senate,,N,John Eastman,821
Warren,U.S. Senate,,R,Mike Dewine,51135
Washington,President/Vice President,,,Howard Phillips,12
Washington,President/Vice President,,,Pat Buchanan,108
Washington,President/Vice President,,,Ralph Nader,571
Washington,President/Vice President,,D,Al Gore,10383
Washington,President/Vice President,,L,Harry Browne,77
Washington,President/Vice President,,N,John Hagelin,22
Washington,President/Vice President,,R,George Bush,15342
Washington,U.S. Senate,,D,Ted Celeste,8858
Washington,U.S. Senate,,L,John Mcalister,655
Washington,U.S. Senate,,N,John Eastman,321
Washington,U.S. Senate,,R,Mike Dewine,15574
Wayne,President/Vice President,,,Howard Phillips,31
Wayne,President/Vice President,,,Pat Buchanan,398
Wayne,President/Vice President,,,Ralph Nader,1171
Wayne,President/Vice President,,D,Al Gore,14779
Wayne,President/Vice President,,L,Harry Browne,112
Wayne,President/Vice President,,N,John Hagelin,44
Wayne,President/Vice President,,R,George Bush,25901
Wayne,U.S. Senate,,D,Ted Celeste,11000
Wayne,U.S. Senate,,L,John Mcalister,1033
Wayne,U.S. Senate,,N,John Eastman,582
Wayne,U.S. Senate,,R,Mike Dewine,28511
Williams,President/Vice President,,,Howard Phillips,16
Williams,President/Vice President,,,Pat Buchanan,101
Williams,President/Vice President,,,Ralph Nader,347
Williams,President/Vice President,,D,Al Gore,5454
Williams,President/Vice President,,L,Harry Browne,36
Williams,President/Vice President,,N,John Hagelin,24
Williams,President/Vice President,,R,George Bush,9941
Williams,U.S. Senate,,D,Ted Celeste,3980
Williams,U.S. Senate,,L,John Mcalister,350
Williams,U.S. Senate,,N,John Eastman,289
Williams,U.S. Senate,,R,Mike Dewine,10820
Wood,President/Vice President,,,Howard Phillips,33
Wood,President/Vice President,,,Pat Buchanan,210
Wood,President/Vice President,,,Ralph Nader,1536
Wood,President/Vice President,,D,Al Gore,22687
Wood,President/Vice President,,L,Harry Browne,134
Wood,President/Vice President,,N,John Hagelin,90
Wood,President/Vice President,,R,George Bush,27504
Wood,U.S. Senate,,D,Ted Celeste,16333
Wood,U.S. Senate,,L,John Mcalister,1281
Wood,U.S. Senate,,N,John Eastman,716
Wood,U.S. Senate,,R,Mike Dewine,32097
Wyandot,President/Vice President,,,Howard Phillips,13
Wyandot,President/Vice President,,,Pat Buchanan,70
Wyandot,President/Vice President,,,Ralph Nader,191
Wyandot,President/Vice President,,D,Al Gore,3397
Wyandot,President/Vice President,,L,Harry Browne,24
Wyandot,President/Vice President,,N,John Hagelin,19
Wyandot,President/Vice President,,R,George Bush,6113
Wyandot,U.S. Senate,,D,Ted Celeste,2347
Wyandot,U.S. Senate,,L,John Mcalister,290
Wyandot,U.S. Senate,,N,John Eastman,167
Wyandot,U.S. Senate,,R,Mike Dewine,6803
